url,walk_score,transit_score,bike_score
https://www.redfin.com/MO/Saint-Louis/3927-Federer-Pl-63116/home/62740476,47.0,33.0,63.0
https://www.redfin.com/MO/St-Louis/5809-Park-63147/home/177024550,66.0,38.0,58.0
https://www.redfin.com/MO/Saint-Louis/21-Willmore-Rd-63109/home/93782583,39.0,37.0,55.0
https://www.redfin.com/MO/Saint-Louis/3327-Park-Ave-63104/home/93700901,54.0,39.0,49.0
https://www.redfin.com/MO/Saint-Louis/3912-Bates-St-63116/home/93781579,60.0,36.0,46.0
https://www.redfin.com/MO/Saint-Louis/2332-S-Compton-Ave-63104/home/93671850,82.0,43.0,70.0
https://www.redfin.com/MO/Saint-Louis/4715-Rosa-Ave-63116/home/62717755,72.0,38.0,64.0
https://www.redfin.com/MO/Saint-Louis/5230-Fairview-Ave-63139/home/93742629,65.0,37.0,50.0
https://www.redfin.com/MO/Saint-Louis/5217-Fairview-Ave-63139/home/62735421,63.0,37.0,48.0
https://www.redfin.com/MO/Saint-Louis/3923-Prather-Ave-63109/home/62752555,56.0,45.0,47.0
https://www.redfin.com/MO/Saint-Louis/6137-Colorado-Ave-63111/home/93709529,59.0,40.0,55.0
https://www.redfin.com/MO/Saint-Louis/5533-Winona-Ave-63109/home/93782360,75.0,38.0,59.0
https://www.redfin.com/MO/Saint-Louis/5833-Delor-St-63109/home/62759578,84.0,36.0,53.0
https://www.redfin.com/MO/Saint-Louis/6323-Alaska-Ave-63111/home/93709337,60.0,40.0,60.0
https://www.redfin.com/MO/Saint-Louis/4325-Koeln-Ave-63116/home/62765538,45.0,37.0,60.0
https://www.redfin.com/MO/Saint-Louis/3526-Nebraska-Ave-63118/home/93694855,89.0,45.0,53.0
https://www.redfin.com/MO/St-Louis/3201-Eads-Ave-63104/unit-1/home/177082425,59.0,39.0,48.0
https://www.redfin.com/MO/Saint-Louis/4321-Quincy-St-63116/home/93784481,68.0,36.0,67.0
https://www.redfin.com/MO/Saint-Louis/5736-Winona-Ave-63109/home/93780872,85.0,38.0,56.0
https://www.redfin.com/MO/Saint-Louis/5250-Sutherland-Ave-63109/home/93752869,72.0,39.0,59.0
https://www.redfin.com/MO/Saint-Louis/6039-Juniata-St-63139/home/62767316,68.0,32.0,71.0
https://www.redfin.com/MO/Saint-Louis/5101-McCausland-Ave-63109/home/93781547,61.0,43.0,50.0
https://www.redfin.com/MO/Saint-Louis/2106-S-11th-St-63104/home/93686332,88.0,38.0,58.0
https://www.redfin.com/MO/Saint-Louis/6309-Murdoch-Ave-63109/home/93780213,79.0,39.0,64.0
https://www.redfin.com/MO/Saint-Louis/7714-Vermont-Ave-63111/home/93711101,78.0,40.0,75.0
https://www.redfin.com/MO/Saint-Louis/6632-Winnebago-St-63109/home/62711231,60.0,44.0,48.0
https://www.redfin.com/MO/Saint-Louis/8725-Annetta-Ave-63147/home/93779397,55.0,39.0,48.0
https://www.redfin.com/MO/Saint-Louis/1923-Sublette-Ave-63110/home/93726535,72.0,33.0,48.0
https://www.redfin.com/MO/Saint-Louis/2311-Arsenal-St-63118/home/62740985,87.0,43.0,55.0
https://www.redfin.com/MO/Saint-Louis/4817-Rhodes-Ave-63116/home/93766553,75.0,38.0,58.0
https://www.redfin.com/MO/Saint-Louis/6823-Minnesota-Ave-63111/home/93710470,70.0,40.0,61.0
https://www.redfin.com/MO/Saint-Louis/6249-Marmaduke-Ave-63139/home/93754730,63.0,32.0,67.0
https://www.redfin.com/MO/Saint-Louis/2701-McNair-Ave-63118/home/93697833,85.0,42.0,60.0
https://www.redfin.com/MO/Saint-Louis/7005-Trainor-Ct-63116/home/93773352,41.0,34.0,59.0
https://www.redfin.com/MO/Saint-Louis/4558-Cote-Brilliante-Ave-63113/home/93718835,66.0,42.0,56.0
https://www.redfin.com/MO/Saint-Louis/3841-Fairview-Ave-63116/home/70323341,80.0,45.0,57.0
https://www.redfin.com/MO/Saint-Louis/5717-Bartmer-Ave-63112/home/93722564,51.0,45.0,50.0
https://www.redfin.com/MO/Saint-Louis/4502-Tholozan-Ave-63116/home/93730026,78.0,40.0,52.0
https://www.redfin.com/MO/Saint-Louis/5557-Elizabeth-Ave-63110/home/93772554,81.0,33.0,50.0
https://www.redfin.com/MO/Saint-Louis/6353-Murdoch-Ave-63109/home/93780222,78.0,40.0,65.0
https://www.redfin.com/MO/Saint-Louis/3743-Sullivan-Ave-63107/home/93702135,67.0,44.0,62.0
https://www.redfin.com/MO/Saint-Louis/3410-McCausland-Ave-63139/home/62695577,44.0,29.0,55.0
https://www.redfin.com/MO/Saint-Louis/8748-Jordan-Ave-63147/home/93782973,29.0,48.0,43.0
https://www.redfin.com/MO/Saint-Louis/3143-Ohio-Ave-63118/home/93697079,88.0,43.0,56.0
https://www.redfin.com/MO/Saint-Louis/6301-Potomac-St-63139/home/62708008,72.0,38.0,64.0
https://www.redfin.com/MO/Saint-Louis/3442-Potomac-St-63118/home/93695418,88.0,46.0,63.0
https://www.redfin.com/MO/Saint-Louis/6518-Parkwood-Pl-63116/home/62708481,67.0,34.0,71.0
https://www.redfin.com/MO/Saint-Louis/4149-Humphrey-St-63116/unit-4149/home/93679024,75.0,38.0,57.0
https://www.redfin.com/MO/Saint-Louis/4645-Adkins-Ave-63116/home/93757030,76.0,37.0,68.0
https://www.redfin.com/MO/Saint-Louis/3937-Russell-Blvd-63110/home/93747580,66.0,38.0,59.0
https://www.redfin.com/MO/Saint-Louis/1035-Central-Ave-63139/home/93759988,68.0,32.0,83.0
https://www.redfin.com/MO/Saint-Louis/3808-Olive-St-63108/home/181866746,68.0,51.0,64.0
https://www.redfin.com/MO/Saint-Louis/1917-S-Compton-Ave-63104/home/62762825,67.0,39.0,59.0
https://www.redfin.com/MO/Saint-Louis/4607-S-Spring-Ave-63116/home/62727936,57.0,41.0,48.0
https://www.redfin.com/MO/Saint-Louis/8601-Tara-Ln-63147/home/93732062,40.0,40.0,46.0
https://www.redfin.com/MO/Saint-Louis/5713-Acme-Ave-63136/home/93421445,62.0,39.0,46.0
https://www.redfin.com/MO/Saint-Louis/5852-Clemens-Ave-63112/home/93680626,62.0,51.0,56.0
https://www.redfin.com/MO/Saint-Louis/5431-Elizabeth-Ave-63110/home/93772092,84.0,34.0,53.0
https://www.redfin.com/MO/Saint-Louis/6456-Wade-Ave-63139/home/93740751,75.0,34.0,42.0
https://www.redfin.com/MO/Saint-Louis/5236-Daggett-Ave-63110/home/62689692,87.0,31.0,61.0
https://www.redfin.com/MO/Saint-Louis/4120-Haven-St-63116/home/62716855,66.0,35.0,69.0
https://www.redfin.com/MO/Saint-Louis/4865-Bessie-Ave-63115/home/93733388,60.0,40.0,45.0
https://www.redfin.com/MO/Saint-Louis/5958-Floy-Ave-63147/home/79024620,63.0,40.0,42.0
https://www.redfin.com/MO/Saint-Louis/4566-Washington-Blvd-63108/home/93676136,86.0,45.0,55.0
https://www.redfin.com/MO/Saint-Louis/3623-Oregon-Ave-63118/home/93696399,85.0,45.0,49.0
https://www.redfin.com/MO/Saint-Louis/4108-De-Tonty-St-63110/home/143286953,71.0,38.0,66.0
https://www.redfin.com/MO/Saint-Louis/4128-De-Tonty-St-63110/home/143286956,74.0,38.0,71.0
https://www.redfin.com/MO/St-Louis/4201-W-Pine-Blvd-63108/unit-106/home/175152249,73.0,55.0,66.0
https://www.redfin.com/MO/Saint-Louis/1505-W-Billon-Ave-63139/home/93741494,73.0,34.0,45.0
https://www.redfin.com/MO/Saint-Louis/3411-Vista-Ave-63104/home/93700939,53.0,39.0,52.0
https://www.redfin.com/MO/Saint-Louis/6927-Sutherland-Ave-63109/home/181867591,61.0,48.0,61.0
https://www.redfin.com/MO/Saint-Louis/3253-Texas-Ave-63118/home/62699239,93.0,43.0,55.0
https://www.redfin.com/MO/Saint-Louis/2208-Chippewa-St-63118/home/93696777,80.0,40.0,53.0
https://www.redfin.com/MO/Saint-Louis/7344-Sharp-Ave-63116/home/93785078,30.0,25.0,49.0
https://www.redfin.com/MO/Saint-Louis/2223-Sublette-Ave-63110/home/93772621,81.0,34.0,50.0
https://www.redfin.com/MO/Saint-Louis/3506-Pennsylvania-Ave-63118/home/93694885,87.0,46.0,53.0
https://www.redfin.com/MO/Saint-Louis/4424-Randall-Pl-63107/home/93703512,38.0,43.0,48.0
https://www.redfin.com/MO/Saint-Louis/4866-Carter-Ave-63115/home/93733318,51.0,40.0,35.0
https://www.redfin.com/MO/Saint-Louis/1524-Deer-St-63113/home/93718743,66.0,42.0,56.0
https://www.redfin.com/MO/Saint-Louis/4319-California-Ave-63111/home/93705736,67.0,39.0,57.0
https://www.redfin.com/MO/Saint-Louis/4737-Beacon-Ave-63120/home/62724376,19.0,36.0,31.0
https://www.redfin.com/MO/Saint-Louis/3819-Kossuth-Ave-63107/home/93715026,59.0,45.0,55.0
https://www.redfin.com/MO/Saint-Louis/5168-Vernon-Ave-63113/home/93752401,73.0,42.0,59.0
https://www.redfin.com/MO/Saint-Louis/2028-Destrehan-St-63107/home/93688743,55.0,42.0,57.0
https://www.redfin.com/MO/Saint-Louis/3615-Virginia-Ave-63118/home/93695713,81.0,47.0,57.0
https://www.redfin.com/MO/Saint-Louis/2349-S-Compton-Ave-63104/home/93691981,82.0,44.0,71.0
https://www.redfin.com/MO/Saint-Louis/4728-Primm-St-63116/home/93775511,43.0,41.0,62.0
https://www.redfin.com/MO/Saint-Louis/1131-Angelica-St-63107/home/93702897,44.0,42.0,45.0
https://www.redfin.com/MO/Saint-Louis/215-N-Sarah-St-63108/unit-11/home/182774033,74.0,55.0,70.0
https://www.redfin.com/MO/St-Louis/2231-Hickory-63104/home/173772914,79.0,54.0,56.0
https://www.redfin.com/MO/Saint-Louis/2630-S-11th-St-63118/home/93686926,85.0,39.0,54.0
https://www.redfin.com/MO/Saint-Louis/5306-Wilson-Ave-63110/home/178545804,86.0,34.0,56.0
https://www.redfin.com/MO/Saint-Louis/4461-Dewey-Ave-63116/home/93730857,67.0,42.0,39.0
https://www.redfin.com/MO/Saint-Louis/4501-Oregon-Ave-63111/home/93706556,54.0,37.0,48.0
https://www.redfin.com/MO/Saint-Louis/5204-Cabanne-Ave-63113/home/93745396,73.0,42.0,59.0
https://www.redfin.com/MO/Saint-Louis/9139-Edna-St-63137/home/93782309,34.0,46.0,51.0
https://www.redfin.com/MO/Saint-Louis/5054-Fyler-Ave-63139/home/93777184,68.0,37.0,50.0
https://www.redfin.com/MO/Saint-Louis/5304-Wilson-Ave-63110/home/178545736,86.0,34.0,56.0
https://www.redfin.com/MO/Saint-Louis/2113-Boardman-St-63110/home/173620159,81.0,33.0,72.0
https://www.redfin.com/MO/Saint-Louis/6119-Alabama-Ave-63111/home/93709140,49.0,40.0,43.0
https://www.redfin.com/MO/Saint-Louis/10102-Lookaway-Dr-63137/home/93785916,13.0,24.0,34.0
https://www.redfin.com/MO/Saint-Louis/6603-Villa-Ave-63139/home/93750101,67.0,33.0,43.0
https://www.redfin.com/MO/Saint-Louis/4107-Oleatha-Ave-63116/home/93728793,68.0,42.0,47.0
https://www.redfin.com/MO/Saint-Louis/3325-Itaska-St-63111/home/93707074,73.0,41.0,55.0
https://www.redfin.com/MO/Saint-Louis/5206-Morganford-Rd-63116/home/93773998,82.0,36.0,66.0
https://www.redfin.com/MO/Saint-Louis/3005-Lemp-Ave-63118/home/93698988,84.0,42.0,51.0
https://www.redfin.com/MO/Saint-Louis/5327-West-Ave-63116/home/93761672,79.0,39.0,60.0
https://www.redfin.com/MO/Saint-Louis/6832-Dale-Ave-63139/home/93740616,57.0,31.0,43.0
https://www.redfin.com/MO/Saint-Louis/2704-Stoddard-St-63106/home/93686858,72.0,45.0,51.0
https://www.redfin.com/MO/Saint-Louis/4316-Alma-Ave-63116/home/62709511,69.0,33.0,70.0
https://www.redfin.com/MO/Saint-Louis/4610-Lexington-Ave-63115/home/93735673,65.0,40.0,44.0
https://www.redfin.com/MO/Saint-Louis/5249-Vernon-Ave-63113/home/93710058,69.0,41.0,63.0
https://www.redfin.com/MO/Saint-Louis/3963-Palm-St-63107/home/93753891,58.0,44.0,49.0
https://www.redfin.com/MO/Saint-Louis/5658-Maffitt-Ave-63112/home/93754248,50.0,41.0,48.0
https://www.redfin.com/MO/Saint-Louis/3616-Osceola-St-63116/home/93706464,82.0,43.0,53.0
https://www.redfin.com/MO/Saint-Louis/4129-Enright-Ave-63108/home/93745145,62.0,43.0,52.0
https://www.redfin.com/MO/Saint-Louis/4606-Wherry-Ave-63109/home/93753230,73.0,39.0,53.0
https://www.redfin.com/MO/Saint-Louis/2235-Missouri-Ave-63104/home/93690901,84.0,41.0,68.0
https://www.redfin.com/MO/Saint-Louis/2023-Sidney-St-63104/home/93671861,84.0,42.0,63.0
https://www.redfin.com/MO/Saint-Louis/5109-Cote-Brilliante-Ave-63113/home/93738127,61.0,41.0,51.0
https://www.redfin.com/MO/Saint-Louis/5052-Plover-Ave-63120/home/93759787,41.0,37.0,37.0
https://www.redfin.com/MO/Saint-Louis/8528-Riverview-Blvd-63147/home/62717280,39.0,38.0,41.0
https://www.redfin.com/MO/Saint-Louis/8508-Drury-Ln-63147/home/93732315,46.0,39.0,46.0
https://www.redfin.com/MO/Saint-Louis/8050-Morganford-Rd-63123/home/93784188,31.0,19.0,55.0
https://www.redfin.com/MO/Saint-Louis/1827-Kennett-Pl-63104/home/62712447,86.0,47.0,65.0
https://www.redfin.com/MO/Saint-Louis/11-Henrietta-Pl-63104/home/93700466,79.0,38.0,55.0
https://www.redfin.com/MO/Saint-Louis/4146-Concordia-Ave-63116/home/93770979,63.0,34.0,62.0
https://www.redfin.com/MO/Saint-Louis/4481-Vista-Ave-63110/home/93726085,71.0,44.0,78.0
https://www.redfin.com/MO/Saint-Louis/4025-Tholozan-Ave-63116/home/93728643,74.0,43.0,65.0
https://www.redfin.com/MO/Saint-Louis/4095-Concordia-Ave-63116/home/93761979,56.0,34.0,57.0
https://www.redfin.com/MO/Saint-Louis/5046-Enright-Ave-63108/home/93744589,82.0,43.0,54.0
https://www.redfin.com/MO/Saint-Louis/4275-E-Ashland-Ave-63115/home/93735095,59.0,40.0,45.0
https://www.redfin.com/MO/Saint-Louis/6609-Pennsylvania-Ave-63111/home/93681591,59.0,38.0,47.0
https://www.redfin.com/MO/Saint-Louis/3743-Palm-St-63107/home/93702207,71.0,44.0,62.0
https://www.redfin.com/MO/Saint-Louis/4315-Oregon-Ave-63111/home/93705764,71.0,39.0,55.0
https://www.redfin.com/MO/Saint-Louis/3725-Minnesota-Ave-63118/home/93695864,75.0,45.0,56.0
https://www.redfin.com/MO/Saint-Louis/4101-W-Pine-Blvd-63108/unit-2/home/187671438,74.0,55.0,70.0
https://www.redfin.com/MO/Saint-Louis/5716-Minnesota-Ave-63111/home/93708383,60.0,38.0,48.0
https://www.redfin.com/MO/Saint-Louis/1440-S-18th-St-63104/home/93689711,87.0,53.0,67.0
https://www.redfin.com/MO/Saint-Louis/4528-Pennsylvania-Ave-63111/home/93706541,57.0,39.0,51.0
https://www.redfin.com/MO/Saint-Louis/2633-Wyoming-St-63118/home/79160574,91.0,43.0,55.0
https://www.redfin.com/MO/Saint-Louis/2625-Armand-Pl-63104/home/93690833,85.0,40.0,62.0
https://www.redfin.com/MO/Saint-Louis/8784-N-Broadway-63147/home/93766301,36.0,48.0,54.0
https://www.redfin.com/MO/Saint-Louis/4862-San-Francisco-Ave-63115/home/93732725,71.0,41.0,48.0
https://www.redfin.com/MO/Saint-Louis/1212-Dolman-St-63104/home/62779976,86.0,58.0,65.0
https://www.redfin.com/MO/Saint-Louis/6214-Fyler-Ave-63139/home/93743114,65.0,33.0,65.0
https://www.redfin.com/MO/Saint-Louis/3125-Potomac-St-63118/home/93695053,87.0,46.0,61.0
https://www.redfin.com/MO/Saint-Louis/4903-Michigan-Ave-63111/home/93707643,64.0,39.0,49.0
https://www.redfin.com/MO/Saint-Louis/2129-E-Gano-Ave-63107/home/93712548,54.0,45.0,64.0
https://www.redfin.com/MO/Saint-Louis/3834-De-Tonty-St-63110/home/93760785,69.0,39.0,60.0
https://www.redfin.com/MO/Saint-Louis/3716-Carondelet-Blvd-63123/home/93712317,18.0,36.0,48.0
https://www.redfin.com/MO/Saint-Louis/8117-Reilly-Ave-63111/home/93711411,53.0,32.0,51.0
https://www.redfin.com/MO/Saint-Louis/6448-Clifton-Hills-Dr-63139/home/92910361,59.0,33.0,47.0
https://www.redfin.com/MO/Saint-Louis/3916-Nebraska-Ave-63118/home/93704270,72.0,44.0,57.0
https://www.redfin.com/MO/Saint-Louis/1422-McCausland-Ave-63117/home/93740571,61.0,30.0,54.0
https://www.redfin.com/MO/Saint-Louis/5915-Era-Ave-63147/home/93768913,65.0,40.0,54.0
https://www.redfin.com/MO/Saint-Louis/5909-Hampton-Ave-63109/home/169429165,76.0,35.0,53.0
https://www.redfin.com/MO/Saint-Louis/8516-Church-Rd-63147/home/93754422,62.0,39.0,45.0
https://www.redfin.com/MO/Saint-Louis/8922-Edna-St-63147/home/93731544,59.0,44.0,57.0
https://www.redfin.com/MO/Saint-Louis/3966-Lexington-Ave-63107/home/93753754,51.0,43.0,49.0
https://www.redfin.com/MO/Saint-Louis/4035-California-Ave-63118/home/93705019,77.0,43.0,60.0
https://www.redfin.com/MO/Saint-Louis/7617-Ivory-Ave-63111/home/93673560,82.0,40.0,72.0
https://www.redfin.com/MO/Saint-Louis/4627-Adkins-Ave-63116/home/93757025,77.0,38.0,71.0
https://www.redfin.com/MO/Saint-Louis/4822-Milentz-Ave-63116/home/93766469,75.0,38.0,58.0
https://www.redfin.com/MO/Saint-Louis/7426-S-Grand-Ave-63111/home/93710837,58.0,40.0,59.0
https://www.redfin.com/MO/Saint-Louis/5639-Bancroft-Ave-63109/home/62757593,76.0,38.0,57.0
https://www.redfin.com/MO/Saint-Louis/1387-Temple-Pl-63112/home/93722303,64.0,42.0,53.0
https://www.redfin.com/MO/Saint-Louis/1111-Forest-Ave-63139/home/93759915,59.0,32.0,74.0
https://www.redfin.com/MO/Saint-Louis/3208-N-Dakota-St-63111/home/93705940,73.0,41.0,56.0
https://www.redfin.com/MO/Saint-Louis/4311-Loughborough-Ave-63116/home/93771844,68.0,35.0,68.0
https://www.redfin.com/MO/Saint-Louis/5741-Floy-Ave-63136/home/93765383,65.0,39.0,51.0
https://www.redfin.com/MO/Saint-Louis/5254-Maple-Ave-63113/home/93710061,69.0,41.0,63.0
https://www.redfin.com/MO/Saint-Louis/4143-Peck-St-63107/home/93702871,70.0,46.0,63.0
https://www.redfin.com/MO/Saint-Louis/5542-Era-Ave-63136/home/93770051,60.0,39.0,53.0
https://www.redfin.com/MO/Saint-Louis/1312-Sullivan-Ave-63107/home/169424164,72.0,41.0,64.0
https://www.redfin.com/MO/Saint-Louis/5532-Lansdowne-Ave-63109/home/93752944,70.0,39.0,54.0
https://www.redfin.com/MO/Saint-Louis/3447-Dunnica-Ave-63118/home/62700025,83.0,47.0,57.0
https://www.redfin.com/MO/Saint-Louis/4604-Varrelmann-Ave-63116/home/62755287,77.0,38.0,71.0
https://www.redfin.com/MO/Saint-Louis/3119-Iowa-Ave-63118/home/93697147,87.0,42.0,62.0
https://www.redfin.com/MO/Saint-Louis/2907-Salena-St-63118/home/62747655,84.0,43.0,52.0
https://www.redfin.com/MO/Saint-Louis/2909-Minnesota-Ave-63118/home/93692124,78.0,44.0,71.0
https://www.redfin.com/MO/Saint-Louis/1405-Missouri-Ave-63104/home/93700552,83.0,41.0,66.0
https://www.redfin.com/MO/Saint-Louis/2715-Meramec-St-63118/home/93705047,76.0,41.0,59.0
https://www.redfin.com/MO/Saint-Louis/2350-Hickory-St-63104/home/93700618,79.0,46.0,63.0
https://www.redfin.com/MO/Saint-Louis/4634-Tyrolean-Ave-63116/home/93759225,71.0,39.0,66.0
https://www.redfin.com/MO/Saint-Louis/7204-Emilie-St-63143/home/93743144,62.0,30.0,63.0
https://www.redfin.com/MO/Saint-Louis/5807-Columbia-Ave-63139/home/93741629,83.0,33.0,58.0
https://www.redfin.com/MO/Saint-Louis/4735-Tennessee-Ave-63111/home/93707179,74.0,40.0,58.0
https://www.redfin.com/MO/Saint-Louis/3159-Nebraska-Ave-63118/home/93693209,86.0,44.0,66.0
https://www.redfin.com/MO/Saint-Louis/6481-Westway-Rd-63109/home/93782718,42.0,35.0,51.0
https://www.redfin.com/MO/Saint-Louis/3862-Neosho-St-63116/home/93730902,63.0,40.0,47.0
https://www.redfin.com/MO/Saint-Louis/1225-Mackay-Pl-63104/home/93701075,80.0,51.0,61.0
https://www.redfin.com/MO/Saint-Louis/5309-Lindenwood-Ave-63109/home/93781770,70.0,38.0,60.0
https://www.redfin.com/MO/Saint-Louis/4610-Leona-St-63116/home/93769637,64.0,39.0,45.0
https://www.redfin.com/MO/Saint-Louis/4317-Enright-Ave-63108/home/93739851,66.0,43.0,50.0
https://www.redfin.com/MO/Saint-Louis/7036-Canterbury-Ave-63143/home/169427487,56.0,30.0,56.0
https://www.redfin.com/MO/Saint-Louis/4717-Hannover-Ave-63123/home/93557427,44.0,,54.0
https://www.redfin.com/MO/Saint-Louis/4946-Margaretta-Ave-63115/home/93761329,69.0,40.0,48.0
https://www.redfin.com/MO/Saint-Louis/4616-S-38th-St-63116/home/93767578,65.0,41.0,40.0
https://www.redfin.com/MO/Saint-Louis/4238-Cleveland-Ave-63110/home/93746805,73.0,30.0,68.0
https://www.redfin.com/MO/Saint-Louis/6279-Magnolia-Ave-63139/home/93743624,55.0,33.0,58.0
https://www.redfin.com/MO/Saint-Louis/4069-Germania-St-63116/home/93784832,28.0,31.0,42.0
https://www.redfin.com/MO/Saint-Louis/2706-Osage-St-63118/home/63473643,77.0,42.0,59.0
https://www.redfin.com/MO/Saint-Louis/8946-Halls-Ferry-Rd-63147/home/93731503,64.0,44.0,54.0
https://www.redfin.com/MO/Saint-Louis/3100-Rolla-Pl-63115/home/93736126,50.0,41.0,43.0
https://www.redfin.com/MO/Saint-Louis/5601-Vernon-Ave-63112/home/93709977,43.0,45.0,48.0
https://www.redfin.com/MO/Saint-Louis/4669-Allemania-St-63116/home/93776458,39.0,40.0,46.0
https://www.redfin.com/MO/St-Louis/1920-Park-Ave-63104/home/186511117,87.0,54.0,69.0
https://www.redfin.com/MO/Saint-Louis/7136-Mardel-Ave-63109/home/93748002,26.0,49.0,57.0
https://www.redfin.com/MO/Saint-Louis/3618-Hydraulic-Ave-63116/home/93766185,81.0,45.0,62.0
https://www.redfin.com/MO/Saint-Louis/3238-Tennyson-Sq-63143/home/93751158,68.0,28.0,61.0
https://www.redfin.com/MO/Saint-Louis/853-Nassau-Dr-63147/home/93783366,41.0,47.0,46.0
https://www.redfin.com/MO/Saint-Louis/3732-Blair-Ave-63107/home/182003302,45.0,42.0,50.0
https://www.redfin.com/MO/Saint-Louis/4247-Cleveland-Ave-63110/home/93746897,73.0,30.0,68.0
https://www.redfin.com/MO/Saint-Louis/5638-Murdoch-Ave-63109/home/93753511,79.0,38.0,56.0
https://www.redfin.com/MO/Saint-Louis/3730-Blair-Ave-63107/home/93689327,45.0,42.0,50.0
https://www.redfin.com/MO/Saint-Louis/5022-Daggett-Ave-63110/home/185740444,81.0,33.0,72.0
https://www.redfin.com/MO/Saint-Louis/4066-Bates-St-63116/home/93761900,59.0,35.0,52.0
https://www.redfin.com/MO/St-Louis/2247-Gravois-Ave-63104/home/195989609,84.0,41.0,65.0
https://www.redfin.com/MO/Saint-Louis/6214-Oleatha-Ave-63139/home/93775350,77.0,38.0,65.0
https://www.redfin.com/MO/Saint-Louis/4202-E-Carter-Ave-63115/home/93714767,57.0,42.0,55.0
https://www.redfin.com/MO/Saint-Louis/5234-Morganford-Rd-63116/home/62743619,82.0,35.0,68.0
https://www.redfin.com/MO/Saint-Louis/4471-S-Spring-Ave-63116/home/93730980,57.0,41.0,48.0
https://www.redfin.com/MO/Saint-Louis/6608-Idaho-Ave-63111/home/93709882,53.0,41.0,58.0
https://www.redfin.com/MO/Saint-Louis/3808-Primm-St-63123/home/93785180,,,
https://www.redfin.com/MO/Saint-Louis/2021-Boardman-St-63110/home/173620190,81.0,33.0,
https://www.redfin.com/MO/Saint-Louis/4025-Lexington-Ave-63107/home/93753787,54.0,43.0,46.0
https://www.redfin.com/MO/Saint-Louis/1946-Arlington-Ave-63112/home/93738636,63.0,42.0,59.0
https://www.redfin.com/MO/Saint-Louis/2209-Edwards-St-63110/home/93727459,86.0,34.0,56.0
https://www.redfin.com/MO/Saint-Louis/5227-Ulena-Ave-63116/home/93757700,59.0,37.0,43.0
https://www.redfin.com/MO/Saint-Louis/2609-Macklind-Ave-63139/home/93727445,85.0,34.0,57.0
https://www.redfin.com/MO/Saint-Louis/5809-Pershing-Ave-63112/home/93762478,61.0,55.0,82.0
https://www.redfin.com/MO/Saint-Louis/7100-Idaho-Ave-63111/home/93710286,71.0,42.0,79.0
https://www.redfin.com/MO/Saint-Louis/3130-Russell-Blvd-63104/home/93690970,73.0,38.0,63.0
https://www.redfin.com/MO/Saint-Louis/3820-Shaw-Blvd-63110/home/93747197,69.0,39.0,61.0
https://www.redfin.com/MO/Saint-Louis/4246-N-Taylor-Ave-63115/home/93734461,52.0,42.0,34.0
https://www.redfin.com/MO/Saint-Louis/4112-W-Belle-Pl-63108/home/93745157,64.0,44.0,52.0
https://www.redfin.com/MO/Saint-Louis/7509-S-Grand-Ave-63111/home/93712219,58.0,40.0,59.0
https://www.redfin.com/MO/Saint-Louis/4845-Fountain-Ave-63113/home/93720369,79.0,44.0,53.0
https://www.redfin.com/MO/Saint-Louis/2810-Arlington-Ave-63120/home/93738400,62.0,41.0,40.0
https://www.redfin.com/MO/Saint-Louis/2222-S-12th-St-63104/home/62726504,87.0,40.0,57.0
https://www.redfin.com/MO/Saint-Louis/7826-Carlsbad-Dr-63123/home/64336757,25.0,37.0,59.0
https://www.redfin.com/MO/Saint-Louis/4525-Page-Blvd-63113/home/66080626,,,
https://www.redfin.com/MO/Saint-Louis/4985-Loughborough-Ave-63109/home/62748010,66.0,40.0,51.0
https://www.redfin.com/MO/Saint-Louis/6922-Magnolia-Ave-63143/home/93743673,,,
https://www.redfin.com/MO/Saint-Louis/1347-Graham-St-63139/home/62738008,78.0,34.0,48.0
https://www.redfin.com/MO/Saint-Louis/4413-Olive-St-63108/home/93739919,76.0,44.0,57.0
https://www.redfin.com/MO/Saint-Louis/3208-Henrietta-St-63104/home/169424254,60.0,39.0,47.0
https://www.redfin.com/MO/Saint-Louis/5730-Clemens-Ave-63112/home/93672371,57.0,49.0,50.0
https://www.redfin.com/MO/Saint-Louis/3649-Wisconsin-Ave-63118/home/103204410,77.0,40.0,57.0
https://www.redfin.com/MO/Saint-Louis/2034-Ann-Ave-63104/home/93691275,81.0,41.0,71.0
https://www.redfin.com/MO/Saint-Louis/2115-Cherokee-St-63118/home/93694018,92.0,42.0,56.0
https://www.redfin.com/MO/Saint-Louis/1113-Washington-Ave-63101/unit-607/home/93676722,95.0,64.0,56.0
https://www.redfin.com/MO/Saint-Louis/6928-Minnesota-Ave-63111/home/93710123,76.0,40.0,70.0
https://www.redfin.com/MO/Saint-Louis/2326-Park-Ave-63104/home/93700520,83.0,41.0,66.0
https://www.redfin.com/MO/Saint-Louis/5530-Columbia-Ave-63139/home/93727282,84.0,33.0,55.0
https://www.redfin.com/MO/Saint-Louis/4615-Maryland-Ave-63108/home/93724743,87.0,44.0,63.0
https://www.redfin.com/MO/Saint-Louis/2806-Keokuk-St-63118/home/93704247,74.0,43.0,59.0
https://www.redfin.com/MO/Saint-Louis/1925-Pestalozzi-St-63118/home/93691642,84.0,42.0,52.0
https://www.redfin.com/MO/Saint-Louis/8738-Partridge-Ave-63147/home/93779453,53.0,40.0,49.0
