url,police_district,patrol,violent_crime_ytd,total_crime_ytd,violent_crime_rate,total_crime_rate
https://www.redfin.com/MO/Saint-Louis/3670-Flora-Pl-63110/home/93700277,3,Central,216,761,3.9272727272727272,13.836363636363636
https://www.redfin.com/MO/Saint-Louis/4416-Westminster-Pl-63108/home/93740238,3,Central,216,761,3.9272727272727272,13.836363636363636
https://www.redfin.com/MO/Saint-Louis/919-S-Skinker-Blvd-63105/home/93787385,3,Central,216,761,3.9272727272727272,13.836363636363636
https://www.redfin.com/MO/Saint-Louis/4660-Pershing-Pl-63108/home/62716690,3,Central,216,761,3.9272727272727272,13.836363636363636
https://www.redfin.com/MO/Saint-Louis/3217-Lafayette-Ave-63104/unit-3217/home/62745668,3,Central,216,761,3.9272727272727272,13.836363636363636
https://www.redfin.com/MO/Saint-Louis/3530-Magnolia-Ave-63118/home/93692362,3,Central,216,761,3.9272727272727272,13.836363636363636
https://www.redfin.com/MO/St-Louis/4101-W-Pine-Blvd-63108/unit-3-Picasso/home/167145581,3,Central,216,761,3.9272727272727272,13.836363636363636
https://www.redfin.com/MO/Saint-Louis/3306-S-9th-St-63118/home/109007348,2,South,118,726,2.681818181818182,16.5
https://www.redfin.com/MO/Saint-Louis/4925-Pershing-Pl-63108/home/93724384,3,Central,216,761,3.9272727272727272,13.836363636363636
https://www.redfin.com/MO/Saint-Louis/805-Allen-Ave-63104/home/93685716,4,Central,349,1016,6.017241379310345,17.517241379310345
https://www.redfin.com/MO/Saint-Louis/2336-Macklind-Ave-63110/home/93768176,3,Central,216,761,3.9272727272727272,13.836363636363636
https://www.redfin.com/MO/Saint-Louis/2910-Milton-Blvd-63104/home/93691197,4,Central,349,1016,6.017241379310345,17.517241379310345
https://www.redfin.com/MO/Saint-Louis/4246-Cleveland-Ave-63110/home/93746803,3,Central,216,761,3.9272727272727272,13.836363636363636
https://www.redfin.com/MO/Saint-Louis/4136-W-Pine-Blvd-63108/home/93725498,3,Central,216,761,3.9272727272727272,13.836363636363636
https://www.redfin.com/MO/Saint-Louis/2012-Saint-Louis-Ave-63106/home/93688191,4,Central,349,1016,6.017241379310345,17.517241379310345
https://www.redfin.com/MO/Saint-Louis/4349-Washington-Blvd-63108/home/103203274,3,Central,216,761,3.9272727272727272,13.836363636363636
https://www.redfin.com/MO/Saint-Louis/6317-Mardel-Ave-63109/home/62721277,1,South,197,781,3.7884615384615383,15.019230769230768
https://www.redfin.com/MO/Saint-Louis/4363-McPherson-Ave-63108/home/93740332,3,Central,216,761,3.9272727272727272,13.836363636363636
https://www.redfin.com/MO/Saint-Louis/1-Lenox-Pl-63108/home/93754478,3,Central,216,761,3.9272727272727272,13.836363636363636
https://www.redfin.com/MO/Saint-Louis/1202-Sidney-St-63104/home/62757286,4,Central,349,1016,6.017241379310345,17.517241379310345
https://www.redfin.com/MO/Saint-Louis/3235-S-Jefferson-Ave-63118/home/93694229,2,South,118,726,2.681818181818182,16.5
https://www.redfin.com/MO/Saint-Louis/6142-Kingsbury-Ave-63112/home/93760370,3,Central,216,761,3.9272727272727272,13.836363636363636
https://www.redfin.com/MO/Saint-Louis/6151-Westminster-Pl-63112/home/93760453,3,Central,216,761,3.9272727272727272,13.836363636363636
https://www.redfin.com/MO/Saint-Louis/1727-Lafayette-Ave-63104/home/161387920,4,Central,349,1016,6.017241379310345,17.517241379310345
https://www.redfin.com/MO/Saint-Louis/4013-Castleman-Ave-63110/home/93747130,3,Central,216,761,3.9272727272727272,13.836363636363636
https://www.redfin.com/MO/Saint-Louis/3830-Olive-St-63108/home/176875144,3,Central,216,761,3.9272727272727272,13.836363636363636
https://www.redfin.com/MO/Saint-Louis/3407-Hartford-St-63118/home/93692818,3,Central,216,761,3.9272727272727272,13.836363636363636
https://www.redfin.com/MO/Saint-Louis/3500-Humphrey-St-63118/home/93693329,1,South,197,781,3.7884615384615383,15.019230769230768
https://www.redfin.com/MO/Saint-Louis/3500-Halliday-Ave-63118/home/93692424,3,Central,216,761,3.9272727272727272,13.836363636363636
https://www.redfin.com/MO/Saint-Louis/6364-Murdoch-Ave-63109/home/93780200,1,South,197,781,3.7884615384615383,15.019230769230768
https://www.redfin.com/MO/Saint-Louis/121-W-Steins-St-63111/home/103203734,1,South,197,781,3.7884615384615383,15.019230769230768
https://www.redfin.com/MO/Saint-Louis/6377-Murdoch-Ave-63109/home/93780202,1,South,197,781,3.7884615384615383,15.019230769230768
https://www.redfin.com/MO/Saint-Louis/3145-Hawthorne-Blvd-63104/home/93691043,3,Central,216,761,3.9272727272727272,13.836363636363636
https://www.redfin.com/MO/Saint-Louis/14-Aberdeen-Pl-63105/home/93766508,3,Central,216,761,3.9272727272727272,13.836363636363636
https://www.redfin.com/MO/Saint-Louis/3854-Shenandoah-Ave-63110/home/143286604,3,Central,216,761,3.9272727272727272,13.836363636363636
https://www.redfin.com/MO/Saint-Louis/6-Arundel-Pl-63105/home/93769341,3,Central,216,761,3.9272727272727272,13.836363636363636
