address,city,zip,property_type,sold_date,price,sqft,sqft_imputed,price_per_sqft,beds,baths,year_built,lot_size,days_on_market,lat,lon,url,emb_00,emb_01,emb_02,emb_03,emb_04,emb_05,emb_06,emb_07,emb_08,emb_09,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63,ndvi_50m,ndvi_100m,ndvi_200m,dist_main_road_m,dist_park_m,dist_school_m,dist_transit_m,dist_commercial_m,road_density_300m,police_district,patrol,violent_crime_ytd,total_crime_ytd,violent_crime_rate,total_crime_rate,dist_nearest_school_m,schools_1km,walk_score,transit_score,bike_score,GEOID,pop_total,median_age,median_hh_income,pop_bachelors,pop_masters,pop_doctorate,pop_no_schooling,pop_labor_force,pop_unemployed,housing_units_total,housing_units_occupied,owner_occupied,renter_occupied,median_gross_rent,median_home_value,median_year_built,commuters_total,commute_car,commute_transit,pop_white,pop_black,pop_asian,pct_owner_occupied,pct_college_plus,unemployment_rate,pct_renter
1835 S 9th St,St. Louis,63104.0,Single Family Residential,July-18-2024,975000,3238.0,False,301.11179740580604,5.0,3.5,2006.0,2278.0,,38.6091051,-90.204412,https://www.redfin.com/MO/St-Louis/1835-S-9th-St-63104/home/93676007,0.0425523702777649,-0.3240991941957242,0.0157973567856385,-0.0271381095843659,0.1673958910854952,-0.0670239521138333,-0.0739704020151606,-0.123581717666602,-0.1629469916556949,-0.0816144599833852,0.0495040840634068,-0.0881028984696685,-0.1319018544224526,-0.2132926948435189,-0.2256102245904049,-0.1055254047340883,0.0448580597789226,0.1742416948218235,-0.0304915164382896,0.0777556069128947,-0.0447214876981649,-0.0621062898856452,-0.1404996841418496,-0.0600408677289832,-0.011564400085633,0.3151864186042826,0.0499653207722539,0.0248160654544661,0.0012768160815854,-0.0496713804423081,-0.0715102297430324,-0.0887708069876959,-0.0469332450812713,-0.0231248364641046,0.127166678920689,-0.1053457553087265,-0.1346771089170608,-0.1352388833165597,0.0472896522422572,0.1105199233092815,-0.1003557899290777,-0.0966833130569356,0.1385501966700224,0.0597597550965135,0.1489810407436909,0.0763649718507326,-0.0115143520522626,0.0671234653582126,0.1488366182108564,-0.1437853295258195,-0.0113028507106552,0.0442404116979443,-0.1440919454467564,0.1044282162617942,0.2123213649437599,-0.1255963757986062,0.1268227920626974,0.1095861876486123,0.0503126332076882,-0.020708845975108,0.0641599068215971,-0.0359014007088027,-0.2300260399505226,0.0798734382379692,0.2678159356491748,0.2426927964067095,0.2828457932881001,310.02268705437416,376.47901232768993,1092.1654830780194,308.77945973256675,97.36569429729823,7871.202169018858,4,Central,349,1016,6.017241379310345,17.517241379310345,1009.5353491924878,0,92.0,37.0,59.0,295101276003,875.0,32.9,125649.0,337.0,172.0,13.0,0.0,635.0,13.0,771.0,615.0,315.0,300.0,1156.0,197600.0,1938.0,622.0,398.0,11.0,606.0,123.0,33.0,51.21951219512195,59.65714285714285,2.047244094488189,48.78048780487805
1224 Kraft St,Saint Louis,63139.0,Single Family Residential,August-12-2025,459500,2550.0,False,180.1960784313725,4.0,3.5,1910.0,4051.0,,38.6284697,-90.3004635,https://www.redfin.com/MO/Saint-Louis/1224-Kraft-St-63139/home/93750262,0.0033164993344234,-0.2766669144308117,0.0709883936711919,-0.006593423957909,0.1497854215302616,-0.0197421339354503,-0.0612307140573735,-0.1418653712720721,-0.0298109507130548,-0.2117563958201085,0.0322561576932363,-0.0782855095285171,-0.1953613083144903,-0.1889600358119291,-0.1539948935519124,0.0457772563948501,-0.0040444258293324,0.2192608599647608,0.0578760510360585,0.0727791337404966,-0.0318550004971329,-0.0055655471632208,-0.0692115109000906,0.0261355971863122,-0.0010250186985346,0.3108856187600077,-0.0333570798221963,-0.0526041715108019,0.0408421339043056,-0.0702578303667472,-0.0884503836311097,-0.0471166262900472,-0.133888362504861,0.0358079690670994,0.142461888958139,-0.0974740738601975,-0.1920245330067828,-0.1331919674597279,-0.0123653903378793,0.0971611405033913,-0.1120898589823106,-0.0693853490323888,0.1729103467273427,0.0980911818041024,0.1372321331051434,0.0766751571301363,0.0139590340062504,0.0276938807374694,0.1768530081271266,-0.2119516196909556,0.0060761058277842,-0.0097910231601692,-0.1860222764758768,0.1136721081316762,0.2347283388078431,-0.1229982403690663,0.128099815229178,0.126799458119283,0.0376496206591594,0.0381422258754203,0.0584497228857012,0.0003803451972599,-0.2110587428794508,-0.0110398030699048,0.3805509209722268,0.4384796068928044,0.4247245414752897,697.4435096187407,766.3450246053466,387.2534348433837,267.35243798975995,311.8282951126324,5273.351710908538,3,Central,216,761,3.9272727272727272,13.836363636363636,387.2534348433837,3,65.0,33.0,53.0,295101042002,1170.0,33.8,70777.0,258.0,321.0,22.0,0.0,752.0,0.0,763.0,651.0,204.0,447.0,1205.0,192300.0,1948.0,739.0,524.0,10.0,699.0,226.0,116.0,31.336405529953915,51.36752136752136,0.0,68.66359447004609
4425 Mcpherson Ave,Saint Louis,63108.0,Single Family Residential,September-29-2021,699900,3227.0,False,216.88875116207004,5.0,3.5,1911.0,6708.0,,38.6457252,-90.254028,https://www.redfin.com/MO/Saint-Louis/4425-McPherson-Ave-63108/home/93740223,0.021412031691795,-0.3369823189065871,0.0204746068491328,0.0029863705728313,0.1513494673027058,-0.0762184731041747,-0.0502273527991109,-0.0782319074290197,-0.137872673503692,-0.0993678310318447,0.0718645436452363,-0.0993302096632705,-0.1376967267360938,-0.1869467068222162,-0.2010625116381158,-0.0341942007245903,-0.0066741210045033,0.1585967704089176,-0.0266546366659162,0.0874378127693022,-0.0264739527022263,-0.0696360172377444,-0.1283967183068031,-0.0513214265891739,0.0127546524408596,0.3057717761179917,0.0250836874073772,0.0131395508346831,0.0007847758004765,-0.0655976219257451,-0.0883854153757061,-0.0856091505944427,-0.0622906509622196,0.0090649548283749,0.1376962792736703,-0.1168821520203279,-0.1482866886218914,-0.1470831120698847,0.0138341210877117,0.0599275473916985,-0.1224621848493433,-0.0861549831265695,0.169846660476353,0.0536009358506228,0.1328879016777578,0.1151397250156783,0.015551909645359,0.0541942127250632,0.1632397157713386,-0.1585674339850352,-0.0306676922793116,0.0436891976811171,-0.176761273226614,0.1141831958746373,0.2425014825741797,-0.1023229458622773,0.1287613506656281,0.1229643262721937,0.0686459608200201,0.0043994709881179,0.0733328532008537,-0.0645153676549543,-0.1966136256559162,0.0236480542684245,0.4993788054547679,0.4579174753393789,0.3617402500499493,561.2766756262985,510.345336910288,250.4634921449225,252.3792851364311,219.57357205707808,5234.409573161025,3,Central,216,761,3.9272727272727272,13.836363636363636,250.46349214584757,3,77.0,44.0,61.0,295101192001,1595.0,49.5,84282.0,280.0,305.0,106.0,0.0,861.0,39.0,981.0,763.0,464.0,299.0,867.0,445900.0,1952.0,822.0,510.0,11.0,814.0,532.0,183.0,60.81258191349934,43.322884012539184,4.529616724738676,39.18741808650065
3638 Russell Blvd,Saint Louis,63110.0,Single Family Residential,April-9-2026,450000,2506.0,False,179.56903431763766,4.0,3.5,1895.0,3750.0,,38.6134001,-90.2415577,https://www.redfin.com/MO/Saint-Louis/3638-Russell-Blvd-63110/home/93747356,0.0077969805498948,-0.2998167536149855,0.0452748201897041,-0.0182438529056202,0.1141156312479954,-0.0852914858519507,-0.0746929282005033,-0.1276072222444924,-0.067000080050687,-0.1600007029432022,0.0982674887648021,-0.0843363531409705,-0.1746750046638162,-0.2015822760628231,-0.1778931698432879,0.0176068278994157,-0.0099402927013073,0.1895648318000835,-0.0109757640939581,0.0596233409139092,-0.0082992514957767,0.0016302030030278,-0.1073481755548545,-0.0089313327206213,-0.0192298584578414,0.2996152946381906,0.0002194120552759,-0.0065556264861605,0.0260429622826432,-0.0416124638374352,-0.055686584925886,-0.0611175866723668,-0.0946415247213767,0.0069662643922697,0.1410756689875611,-0.1237047965480886,-0.1825980908002028,-0.1137670429261058,0.0150215706605324,0.0242540942426861,-0.1507124256633781,-0.0857449681462208,0.1661147509631304,0.0665109844419585,0.1586075722314289,0.0938338719181141,0.0178864887014454,0.049581968464574,0.215038049376244,-0.1678022680765405,-0.0249094460689402,0.0195100488912146,-0.1896419648183587,0.107152805520553,0.2507171134158559,-0.099624651357595,0.1466053412351426,0.1213468146325756,0.0672649726826275,0.0200085481832266,0.064663508815529,-0.0287793659446258,-0.1882965675859121,0.0123205288290187,0.3592105185964083,0.3652215826649371,0.38171815103051,159.64796915114394,499.5758408605502,717.0103412616867,204.6717493262211,234.17112115231615,5423.764803626886,3,Central,216,761,3.9272727272727272,13.836363636363636,355.42656467683537,5,73.0,38.0,69.0,295101174003,1619.0,33.1,109907.0,328.0,272.0,97.0,4.0,715.0,6.0,566.0,566.0,366.0,200.0,1196.0,347700.0,1938.0,709.0,439.0,0.0,1243.0,349.0,0.0,64.66431095406361,43.05126621371217,0.8391608391608392,35.3356890459364
4732 Westminster Pl,Saint Louis,63108.0,Single Family Residential,September-6-2024,789000,3563.0,False,221.44260454673028,6.0,3.5,1908.0,6098.0,,38.6488438,-90.2597964,https://www.redfin.com/MO/Saint-Louis/4732-Westminster-Pl-63108/home/93709310,0.02144705671796,-0.3300457995226791,0.0239748260959353,-0.024858995518946,0.151604899977054,-0.0645526726619563,-0.0618082763971988,-0.1235600765206515,-0.127552447659389,-0.1024561495272255,0.0958724951193972,-0.0969551085455347,-0.1499865892640429,-0.2000394658089936,-0.1860273020811465,-0.0510129956075694,0.0184318875192515,0.1597327143810935,-0.034061724062478,0.0703742884707232,-0.0183921267980528,-0.0698341333195929,-0.1432928624627159,-0.0658959819655379,-0.0168652543879179,0.2994524876581111,0.0333004938506608,0.020691914771944,-0.0123937664073243,-0.0546489043101738,-0.0652480657210202,-0.0879287672522735,-0.0383614392167885,-0.0108705628549023,0.1122777502137453,-0.1118655263186602,-0.1727224541779002,-0.1215655704859361,0.0168155478841855,0.0964193721944326,-0.1144622320961609,-0.0911884059871901,0.1564277700758888,0.0585824310956549,0.1445743293093068,0.0854583856466795,0.013078578814456,0.0527364947772058,0.1791024890267301,-0.1550308162008001,-0.0063801243331643,0.0439328727246452,-0.1807446914513951,0.1074391973417969,0.24105839776908,-0.1006275406350657,0.1224754914109217,0.1167142487596843,0.0729148174668864,-0.0105861150188351,0.080744855865612,-0.0542727253409371,-0.2239526193319047,0.0418691501786977,0.3948501165551108,0.3310483086989541,0.3013603213638145,347.0933649825877,202.8171322759768,380.7482453476794,348.0365328620713,71.84735040380417,5194.054214185368,3,Central,216,761,3.9272727272727272,13.836363636363636,380.7482453476794,3,89.0,45.0,54.0,295101124001,783.0,30.0,46699.0,171.0,37.0,54.0,0.0,483.0,26.0,531.0,506.0,92.0,414.0,1250.0,553000.0,1938.0,457.0,355.0,0.0,631.0,55.0,43.0,18.181818181818183,33.4610472541507,5.383022774327122,81.81818181818183
3010 Geyer Ave,Saint Louis,63104.0,Single Family Residential,February-22-2024,548000,3790.0,False,144.5910290237467,4.0,3.5,1895.0,6138.0,,38.6137739,-90.2298528,https://www.redfin.com/MO/Saint-Louis/3010-Geyer-Ave-63104/home/69350823,0.0027423964554493,-0.3332217089099444,0.0463902398393545,0.0059517412574607,0.1107148333177213,-0.0486654937485356,-0.0853176083983891,-0.0779051711756662,-0.0393277897213152,-0.1652254610164175,0.1163066543524438,-0.1170313341879513,-0.14690456482893,-0.1846097393536685,-0.1680629517056221,0.0142993465603082,-0.0373144825859691,0.1450525290371097,-0.0479335918652901,0.068781174533439,-0.0384554906907517,-0.0021755193325196,-0.1094316637567439,-0.0116625933817908,-0.0219180294760294,0.3030174638090776,0.0316053341777838,-0.0024644836481882,0.0303199678273042,-0.0414929124013796,-0.0775901063891645,-0.088028993796514,-0.0986467145933788,0.0063691632255509,0.1164927305427091,-0.1037574691749604,-0.1439006013645936,-0.1450354321918209,0.0161708883644455,0.054817272670628,-0.173369565628512,-0.0733003000125107,0.1954463533645035,0.0448013364696544,0.1167131529657554,0.1050170199919304,0.0471587832080728,0.0371645146651344,0.1734477052584164,-0.1834896787623,-0.0326510905077076,0.0046536728525512,-0.1906632667062177,0.1324355964892035,0.2378204220905413,-0.0842820358889493,0.1303407710732101,0.1067076485610224,0.0444218881182525,0.0418163049014991,0.0642002743095463,-0.0351614489133675,-0.1815548690569422,0.0248316108519034,0.5512293123654788,0.4586674737332828,0.4462055329153893,226.65222710128415,677.7728359807969,677.6550259804987,969.6346056738298,404.1882089916652,6482.631234458105,4,Central,349,1016,6.017241379310345,17.517241379310345,677.6550259810157,2,62.0,39.0,43.0,295101273004,1450.0,36.8,65644.0,460.0,260.0,53.0,27.0,929.0,14.0,683.0,683.0,318.0,365.0,821.0,355700.0,1938.0,915.0,635.0,0.0,574.0,507.0,15.0,46.5592972181552,53.310344827586206,1.5069967707212055,53.440702781844806
3631 Utah Pl,Saint Louis,63116.0,Single Family Residential,June-26-2026,779000,3057.0,False,254.82499182204776,5.0,3.5,1909.0,6551.0,,38.5977019,-90.2442915,https://www.redfin.com/MO/Saint-Louis/3631-Utah-Pl-63116/home/93700110,0.0425419288948139,-0.3232201806705164,0.055359779241314,-0.0334754513873187,0.1314642321410806,-0.0382088616387777,-0.0767832648342102,-0.1190040455956603,-0.0717184375921788,-0.1437832576224544,0.095485905723479,-0.0848557380565213,-0.1437968432619009,-0.2076929591389952,-0.172763372171735,-0.007204398623141,0.0188543109813772,0.1789722672980584,0.0176224504214694,0.068623799758345,-0.0293241880135679,-0.0113264110050756,-0.0913850627734979,-0.0279592771942577,-0.0098575028719287,0.3207842908827412,0.0160200898753244,0.0048953570801982,0.0386959299511394,-0.0478077695962948,-0.056719558889858,-0.0814022832984482,-0.0804572325007257,-0.0213275269566807,0.1414365238018956,-0.1149963957561682,-0.1927995281703377,-0.1153213638941091,0.0181868458697335,0.0452397229543952,-0.1537154568123772,-0.1125896142214448,0.1565094063422047,0.0649514222198757,0.148768809389874,0.0821944207221278,0.0108018695236505,0.0495038113225338,0.1735348539927174,-0.1481289936259215,-0.0044110100475752,-0.0072294094250288,-0.2004594021072501,0.1144881024013143,0.2481878175862388,-0.1174177525554823,0.1295744193567717,0.0997082381534398,0.0523412299587969,0.0147256915522548,0.0781971742961337,0.0095454315300853,-0.2128985193802988,0.02482249960346,0.4429709067391966,0.41678886921182,0.3541925922358792,139.20011193158797,540.5914013021866,862.0591054245218,152.4519837133857,113.50574930644493,5283.784076379013,1,South,197,781,3.7884615384615374,15.019230769230768,862.0591054262734,1,86.0,45.0,74.0,295101163011,727.0,37.4,93661.0,229.0,115.0,42.0,0.0,478.0,3.0,450.0,364.0,162.0,202.0,1081.0,345500.0,1938.0,475.0,241.0,0.0,537.0,56.0,32.0,44.505494505494504,53.0949105914718,0.6276150627615062,55.494505494505496
6049 Tholozan Ave- Comps Only,Saint Louis,63109.0,Single Family Residential,July-21-2022,525000,2800.0,False,187.5,5.0,3.5,1939.0,,,38.596275,-90.2948127,https://www.redfin.com/MO/Saint-Louis/6049-Tholozan-Ave-63109/home/93780484,0.0144620864299697,-0.3173709677507368,0.0951774566386058,-0.0652615998964246,0.1246301945922043,-0.0047897573987569,-0.0905845450303113,-0.1781722841473729,-0.0833134274566539,-0.1770031572644264,0.0530717651071396,-0.0695191219399662,-0.1464606671187186,-0.2041632364321236,-0.1584735030481916,-0.0076248681442511,0.0262741576430753,0.2087023813831651,0.0232881424897335,0.0695976200169923,-0.0414473460740398,-0.0223617679274569,-0.0747587439083297,0.0057627687249407,-0.0493485445604394,0.3019740503522126,0.022009695121445,-0.0447405888347554,0.0525989700780264,-0.0491282374931529,-0.0635256743743827,-0.0941561426034442,-0.0779239799897488,-0.0290289599562811,0.0877780399284944,-0.0795462365067398,-0.1747369035715104,-0.1115977630027821,0.0055750403242352,0.0884616208018082,-0.1263153498548298,-0.0916704884604295,0.1096877166721134,0.0703859097960302,0.1692440399201295,0.0689906468564373,0.0048959710192838,0.0654277570815092,0.1675899616399258,-0.1641145976247147,0.0123249545418535,0.0152658794689801,-0.2017184474943626,0.1097252755961692,0.2305075493951043,-0.1258981580533039,0.112015216197363,0.0906551746460201,0.0636870269278185,0.0168165100460094,0.040206872221922,0.0034465916861067,-0.208312741773422,0.0106555680236254,0.3563114686909074,0.363264433521066,0.331175926025927,198.6616539262229,826.8662270866465,120.9286415785023,203.86643319462155,237.8720561341035,5582.708840246725,1,South,197,781,3.7884615384615374,15.019230769230768,120.9286415770065,2,82.0,38.0,65.0,295101141022,745.0,37.4,55369.0,175.0,50.0,59.0,0.0,605.0,0.0,558.0,497.0,118.0,379.0,905.0,297300.0,1947.0,605.0,530.0,19.0,557.0,116.0,0.0,23.74245472837022,38.12080536912752,0.0,76.25754527162978
1034 Geyer Ave,Saint Louis,63104.0,Single Family Residential,April-1-2025,625000,3000.0,False,208.33333333333331,3.0,3.5,2024.0,3271.0,,38.6088539,-90.2070905,https://www.redfin.com/MO/Saint-Louis/1034-Geyer-Ave-63104/home/93685668,0.031187514974899,-0.3250562088518774,0.0277570290533405,-0.0240862035462776,0.1613945822503017,-0.0303027002527689,-0.0860276381168386,-0.1412006855858516,-0.1375407986257728,-0.1061208499428865,0.0574063799223376,-0.1000171882957952,-0.1431982507884303,-0.2142442351030624,-0.2077183446030969,-0.0915625427393523,0.0398449826110934,0.1632806510220845,-0.0343879985658447,0.0739157548305579,-0.0530386061281199,-0.0703228558091473,-0.1378816139836455,-0.0590416214170788,-0.0318611983029147,0.3196439344869392,0.0630342639364336,0.001361689497312,-0.0056622028095319,-0.0412694891796992,-0.0665623229454277,-0.0869808916656123,-0.0506357291507339,-0.0224591680448597,0.1022131785255413,-0.0741789459395447,-0.1343113859011431,-0.1306148242138235,0.0292501429133934,0.1351240510260277,-0.0867894318703071,-0.0819111332137852,0.1340685657016992,0.059698265560346,0.153948618344602,0.062824814766405,0.0015268384837612,0.0642935254694122,0.1427336060732312,-0.1562021941468885,-0.0004849697211121,0.0433637140935406,-0.1621189403064641,0.106180458002059,0.2140840615852248,-0.1245723857367632,0.1174425895155291,0.1088882140070683,0.0537658420236865,0.0014143306581534,0.0595938687393641,-0.0326021940764421,-0.2371100297662856,0.0779018876699077,0.2635946604652771,0.3047405825765842,0.2833202625130265,222.86066955546517,512.8984958339994,991.2864984324482,243.41674901127564,15.435527362366816,8927.531158749758,4,Central,349,1016,6.017241379310345,17.517241379310345,943.7273273073488,2,88.0,38.0,61.0,295101276001,814.0,39.5,50742.0,241.0,121.0,44.0,0.0,556.0,28.0,759.0,613.0,232.0,381.0,1068.0,305100.0,1938.0,493.0,328.0,11.0,648.0,51.0,63.0,37.84665579119086,49.877149877149876,5.0359712230215825,62.15334420880914
3815 Robert Ave,Saint Louis,63116.0,Single Family Residential,July-11-2022,425000,3712.0,False,114.49353448275862,5.0,3.5,2010.0,5358.0,,38.5586901,-90.2704332,https://www.redfin.com/MO/Saint-Louis/3815-Robert-Ave-63116/home/93679219,-0.0574749599739078,-0.2979071419906575,0.0275993973256219,0.0054486669238601,0.1471055125873465,-0.0106188469608317,-0.0686495402425363,-0.1287353475665024,-0.1182378949534876,-0.1819351106703978,0.0061391542252558,-0.1040438431042277,-0.1621724228269827,-0.1685775666461317,-0.1770841059264022,0.0239484636719097,-0.0322890603811882,0.2005316951480625,0.0238047611004483,0.0825404346076499,-0.0717176069491098,-0.0845540260903377,-0.0849445751760593,-0.0058759172469027,-0.0029146249155866,0.3146753918029792,-0.0004574059873667,-0.0784040157410236,0.0097777656945293,-0.0929533231295465,-0.1406055105681027,-0.0488259801166546,-0.1295140231755003,0.0428918090287384,0.090315929928781,-0.063148000389249,-0.0839852422677957,-0.1712377929413822,-0.0049918538798388,0.1630889178147754,-0.0291748051921574,-0.0367323014280862,0.1860293415649365,0.0968407577930431,0.1372561638794595,0.0895700487411834,0.0138152294272779,0.0424583763881968,0.1827587068546182,-0.2518933555613553,-0.0101935005453655,0.058190822703453,-0.1215601645529984,0.1308751635125898,0.2244935707709075,-0.0911500423293675,0.1319680648309797,0.1394254967605648,0.0562783323820144,-0.0048600126010315,0.0333474454531777,-0.0320574079833009,-0.1432089471118022,-0.0072475997255214,0.3542645010119652,0.3980904058808708,0.3967564542895736,413.3417216416872,832.0398885169673,847.3929241529526,562.8936614220003,407.35367396763,6468.382854887178,1,South,197,781,3.7884615384615374,15.019230769230768,847.3929241529526,1,42.0,35.0,58.0,295101012001,1035.0,40.1,88528.0,237.0,90.0,14.0,0.0,683.0,24.0,420.0,391.0,371.0,20.0,1065.0,202200.0,1957.0,623.0,430.0,0.0,765.0,0.0,195.0,94.8849104859335,32.94685990338164,3.513909224011713,5.115089514066496
1919 Geyer Ave,St. Louis,63104.0,Single Family Residential,August-26-2021,349900,2500.0,False,139.96,4.0,3.5,1913.0,6098.0,,38.6113011,-90.2142152,https://www.redfin.com/MO/St-Louis/1919-Geyer-Ave-63104/home/160565074,-0.0103336347181328,-0.3106520355761332,0.0612524538603693,-0.0097724542349069,0.1227219990831287,-0.0070023364122747,-0.095184332514118,-0.1446563893295809,-0.0864228539850806,-0.1850889803158523,0.0628668861273247,-0.1226864240096407,-0.169612369737139,-0.1945595462138972,-0.1730317562844234,0.0045086368379275,-0.0220744365717168,0.1576867760833597,-0.0264048871708664,0.0802813813576569,-0.0398922276718538,-0.0702675852206426,-0.1126431252434829,-0.0242423757083737,-0.0438912538242147,0.2910278334028892,0.0422901544834828,-0.0796666340465756,0.0193802811904149,-0.0230312658231554,-0.0751770468648401,-0.0648297642587343,-0.0875923827080446,0.0029885962892913,0.0526751425104155,-0.0261782204562131,-0.1020032752897293,-0.1480633454168002,-0.0174344728041347,0.1115686230102319,-0.0999901753787678,-0.0301897078224818,0.1382204935192877,0.0770092525325673,0.1557244374318872,0.0926166019305427,0.0450918452898836,0.0580685090226549,0.1635429306342567,-0.2071643382908208,-0.0166758546322642,0.0336554529821224,-0.1960510847694418,0.116049747583354,0.2336893405711533,-0.0865796622140727,0.1180061533189923,0.1149988976291447,0.0664915421393898,0.0628081285662271,0.0318559160741772,-0.0561798194570969,-0.1953017542575015,0.0195149527138819,0.3590789895178911,0.3634130088012102,0.3911294942810638,307.73335338984106,700.1707628199528,309.7624077224579,439.1937421550522,59.949813395610335,5763.235651123818,4,Central,349,1016,6.017241379310345,17.517241379310345,309.7624077224579,5,84.0,42.0,67.0,295101232001,1714.0,48.6,94792.0,434.0,180.0,77.0,112.0,1147.0,0.0,998.0,957.0,544.0,413.0,839.0,162400.0,1938.0,1130.0,768.0,22.0,1373.0,240.0,0.0,56.84430512016719,40.31505250875146,0.0,43.155694879832815
3244 Michigan Ave,Saint Louis,63118.0,Single Family Residential,June-12-2026,265000,2504.0,False,105.83067092651756,3.0,3.5,1896.0,3001.0,,38.5968069,-90.235037,https://www.redfin.com/MO/Saint-Louis/3244-Michigan-Ave-63118/home/62773908,0.0321219782758677,-0.3178079105426533,0.0638434166858158,-0.0556645383847936,0.1468576836514404,-0.0418764025263829,-0.086667282666223,-0.1602340407392375,-0.0922984186247449,-0.1391084148497685,0.0622647618742202,-0.0689503016429977,-0.1509775473162151,-0.2010061779618916,-0.1938174901198482,-0.0314254537675571,0.0387015464236631,0.1975666759952974,0.0240400925935743,0.0472829732749262,-0.0220259852643376,-0.0144146074820869,-0.1098228445961729,-0.0301076154859863,-0.0329223655669324,0.3151060448234885,0.0229444141615245,0.0113756773518724,0.0162205074161297,-0.0646311333713396,-0.0462109343466633,-0.0861490652937831,-0.0692041993714725,-0.0318901857721246,0.1261941947045806,-0.1096402497821766,-0.1904094976934235,-0.1005301862188031,0.0209869256083034,0.0800295057044489,-0.1274756356020126,-0.1055276493211132,0.1456366387414173,0.0721499892476602,0.156413451340848,0.0653641696604596,-0.0027162177284861,0.0542440908352445,0.1742689414285522,-0.1683428046390057,0.0151608712082243,-0.0004834544212621,-0.1869879838835693,0.0964444338229796,0.2394269470759357,-0.1265218829826837,0.1322625741325943,0.1046483752981431,0.0513708526912293,-0.0009346398902849,0.0707765993367638,0.0045452026076213,-0.2425699395391232,0.030442851974606,0.3175560945996802,0.3187021891001536,0.2970197048148483,235.7758482510192,481.9913268945893,474.5579186205061,219.63517879605268,180.3471514913097,7147.956524068589,1,South,197,781,3.7884615384615374,15.019230769230768,474.55791861964434,1,89.0,45.0,66.0,295101165002,428.0,43.2,67195.0,53.0,58.0,0.0,0.0,292.0,12.0,398.0,236.0,89.0,147.0,793.0,286200.0,1938.0,280.0,166.0,41.0,186.0,207.0,7.0,37.71186440677966,25.934579439252335,4.10958904109589,62.28813559322034
3624 Cleveland Ave,Saint Louis,63110.0,Single Family Residential,October-8-2025,765000,4131.0,False,185.1851851851852,6.0,3.5,1892.0,,,38.6103854,-90.2416613,https://www.redfin.com/MO/Saint-Louis/3624-Cleveland-Ave-63110/home/93700167,0.0166482104119424,-0.3015034199020486,0.0566582405129825,-0.0438447530679196,0.1184492719357042,-0.0805755795035519,-0.087555007477877,-0.1637826944830574,-0.0881414173423853,-0.1429247748349138,0.0909631822889707,-0.0700318012800331,-0.1728309031914653,-0.2050909262949647,-0.1854607751834526,-0.0064683694928958,0.0164249899326981,0.1981228251230076,0.0006513350690186,0.0438506178028339,-0.0019732824951272,-0.0113665155597559,-0.1171404304416313,-0.0292239966499368,-0.0563057542348507,0.2926238968946791,0.0092215129658325,0.0055288316273944,0.0159975826621011,-0.0457767533617622,-0.0314389944528485,-0.0632194851496198,-0.061798249138482,-0.0116198539895292,0.1209115043780744,-0.1191814934747129,-0.1849636631152753,-0.0953649495120741,0.0212980956281402,0.0707415382801029,-0.1393638980091729,-0.0861851545918767,0.1471709559263216,0.0625469592888826,0.1662845258918913,0.0806655718936789,-0.0027569495742459,0.0620366266087344,0.2130141419580685,-0.1570915174798779,-0.0020834523426443,0.0367458679892413,-0.1945640775264447,0.0878400833145949,0.2426806527255439,-0.1072158979627636,0.1333181973998041,0.1177649560080787,0.0765821604123884,0.0055124686034089,0.0628231237220261,-0.0290442856169001,-0.2150221767153445,0.0221868566420842,0.3482937317327746,0.2954974794071275,0.2986883574735081,95.78100736614569,773.8158853859451,474.1559122834219,137.42906207635082,61.67813919307228,5921.389020851544,3,Central,216,761,3.9272727272727272,13.836363636363636,474.1559122827096,4,82.0,40.0,76.0,295101174003,1619.0,33.1,109907.0,328.0,272.0,97.0,4.0,715.0,6.0,566.0,566.0,366.0,200.0,1196.0,347700.0,1938.0,709.0,439.0,0.0,1243.0,349.0,0.0,64.66431095406361,43.05126621371217,0.8391608391608392,35.3356890459364
