address,city,zip,property_type,sold_date,price,sqft,sqft_imputed,price_per_sqft,beds,baths,year_built,lot_size,days_on_market,lat,lon,url,emb_00,emb_01,emb_02,emb_03,emb_04,emb_05,emb_06,emb_07,emb_08,emb_09,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63,ndvi_50m,ndvi_100m,ndvi_200m,dist_main_road_m,dist_park_m,dist_school_m,dist_transit_m,dist_commercial_m,road_density_300m,police_district,patrol,violent_crime_ytd,total_crime_ytd,violent_crime_rate,total_crime_rate,dist_nearest_school_m,schools_1km,walk_score,transit_score,bike_score,GEOID,pop_total,median_age,median_hh_income,pop_bachelors,pop_masters,pop_doctorate,pop_no_schooling,pop_labor_force,pop_unemployed,housing_units_total,housing_units_occupied,owner_occupied,renter_occupied,median_gross_rent,median_home_value,median_year_built,commuters_total,commute_car,commute_transit,pop_white,pop_black,pop_asian,pct_owner_occupied,pct_college_plus,unemployment_rate,pct_renter
5917 Emma Ave,Saint Louis,63136.0,Single Family Residential,April-14-2023,18900,579.0,False,32.64248704663213,1.0,1.0,1925.0,3097.0,,38.7049383,-90.2521947,https://www.redfin.com/MO/Saint-Louis/5917-Emma-Ave-63136/home/93758923,-0.0196376912540673,-0.309182419377383,0.0395290517276573,0.0292752843418302,0.1605086164828134,-0.0236151755823972,-0.0702303646561604,-0.0801305461868493,-0.0554989277352558,-0.1831067843875164,0.0571051662425653,-0.1088875342298255,-0.1760777553385363,-0.1811308122212207,-0.1556345908820827,0.0426388165088518,-0.0320441152505847,0.1829380039334619,-0.002929662435924,0.1080257818625325,-0.0390142594202329,-0.044146831141723,-0.0792236387948062,0.0136026703905219,0.0287644189135267,0.2999018108303437,-0.0186037667070036,-0.0439491256234799,0.0346169143382852,-0.0701957893887705,-0.1108487765899283,-0.0544958764104892,-0.1067955312129986,0.0370324989124659,0.0947752805399082,-0.0844186989434457,-0.1657330093018805,-0.1625272942538828,0.0017950844149411,0.1014197208460668,-0.1002414446824733,-0.0661765016665092,0.1893620751184497,0.0667235668864042,0.1126583116597959,0.1055373949405777,0.0614880803387815,0.0150137293581244,0.1686874683892754,-0.2183595644601361,0.0111511904433668,0.029270276262193,-0.1836361285705718,0.1580090739499896,0.2360083596764131,-0.099876606383507,0.1151399889654502,0.1201356048390127,0.0428822760544824,0.0214293043587028,0.0493606782462678,-0.0351189222741983,-0.1747252942313211,-0.0138263365226715,0.4409533509926911,0.406657405561082,0.4185921825525277,75.70590214068308,322.1969167487952,902.3618562354756,389.8375504160601,130.20634416246074,4443.141850101259,5,North,287,878,5.857142857142857,17.918367346938773,902.3618562354756,1,61.0,37.0,59.0,295101073003,198.0,43.1,2499.0,0.0,0.0,0.0,0.0,52.0,13.0,186.0,121.0,17.0,104.0,854.0,202600.0,1938.0,39.0,0.0,0.0,0.0,198.0,0.0,14.049586776859504,0.0,25.0,85.9504132231405
6822 Hancock Ave,Saint Louis,63139.0,Single Family Residential,April-21-2026,75000,584.0,False,128.42465753424656,1.0,1.0,1924.0,5083.0,,38.6009133,-90.3070068,https://www.redfin.com/MO/Saint-Louis/6822-Hancock-Ave-63139/home/93743294,0.0100622715621912,-0.3070353499286889,0.079983059632842,0.0027676072749809,0.1223332247655681,0.0165147530290527,-0.055834876945139,-0.1184962965315358,-0.0170440138527249,-0.193900383603644,0.0695322358903286,-0.1201702933359529,-0.1681490173948575,-0.1988232172375309,-0.1394050329967812,0.0461500450545527,-0.0208502245361754,0.1800603947097893,0.0249122942969115,0.0861859788430014,-0.0423216726900744,0.0173205718128119,-0.0652929923841443,0.0133204191463158,-0.0074836737582739,0.3463476884671376,0.0224818989846873,-0.0429855642865281,0.0463196735855307,-0.0481843402445793,-0.0681787572086195,-0.0897784524923242,-0.1376334150935496,0.0078925264687412,0.1256814967212365,-0.1037072685735903,-0.176328177463926,-0.1266629311445641,-0.0197584494576687,0.0454374998860029,-0.1433875779910232,-0.0859237514265117,0.1688125157904201,0.0581102498894127,0.1399748485148592,0.106076450007503,0.0221421722029778,0.0157877056419113,0.1605662608002001,-0.1796699647111102,-0.0191061325135603,-0.0180493559508623,-0.215197193286584,0.1406944409949407,0.2524304055210523,-0.1235673512943831,0.1121060927824675,0.1099001536606742,0.0548878722221506,0.0391551828852061,0.0810356212941239,0.0158249292656504,-0.1794894074682095,-0.0044966834177254,0.4481330347767832,0.4266931900956652,0.4330885353387098,111.72435335669664,591.364027374772,799.914573508066,1316.326774660587,416.22440066319393,5683.821678832424,3,Central,216,761,3.9272727272727272,13.836363636363636,799.9145735101414,1,50.0,30.0,50.0,295101038004,774.0,46.0,106818.0,145.0,70.0,55.0,0.0,491.0,13.0,400.0,364.0,316.0,48.0,1676.0,194200.0,1938.0,438.0,359.0,7.0,596.0,19.0,17.0,86.81318681318682,34.883720930232556,2.6476578411405294,13.186813186813188
4039 Taft Ave,Saint Louis,63116.0,Single Family Residential,March-14-2024,29999,588.0,False,51.0187074829932,1.0,1.0,1909.0,4199.0,,38.5842778,-90.2602496,https://www.redfin.com/MO/Saint-Louis/4039-Taft-Ave-63116/home/93762163,0.0218909845199905,-0.2947797468130431,0.0324263972708453,-0.0470405572662842,0.1698582981635054,-0.005442658079768,-0.0801510548929973,-0.1270743995836313,-0.1540557217315357,-0.0880153723051636,0.0277411840544419,-0.0880660376157999,-0.1388772686136118,-0.2257650391312885,-0.2025521481037852,-0.0996239622267716,0.0289399483576008,0.1851531042753581,-0.0453645738626031,0.0975400441006765,-0.0572586138701631,-0.0908483472500721,-0.135802150013058,-0.0733372566714764,-0.0158586371636988,0.3052155961468664,0.0428671017562226,-0.0028982978515432,-0.0025322343974293,-0.0366357471374458,-0.0654911617249905,-0.0508932213334493,-0.0099297030048445,-0.0190564734819356,0.0784574558228614,-0.0802892464455987,-0.1297441099227868,-0.1734406630302982,0.047052863894152,0.1209006034480209,-0.0796429108548755,-0.0984566966229178,0.1080259037535637,0.0518392340575224,0.1769722995423804,0.0779923019338311,0.0421382454109582,0.0509848683241083,0.1291654991270449,-0.1564874458384166,0.0240997855337355,0.0439127532168107,-0.1801104869207744,0.114040264756361,0.2000360516257434,-0.1258328444173408,0.0904600733378591,0.115525171266369,0.0802228192068049,-0.0082495076204189,0.0316790573422512,-0.0589862546193792,-0.2108953765012307,0.0405522168100833,0.3097983006866762,0.3477659151770205,0.2760767729693544,237.1975047109092,1000.5330783802513,764.0023736269386,261.3398281507877,245.5082180535596,3912.180484589172,1,South,197,781,3.7884615384615374,15.019230769230768,764.0023736259338,2,69.0,39.0,60.0,295101153004,893.0,32.0,49086.0,49.0,12.0,0.0,0.0,603.0,0.0,610.0,544.0,309.0,235.0,1065.0,78500.0,1938.0,590.0,334.0,0.0,462.0,310.0,91.0,56.80147058823529,6.83090705487122,0.0,43.19852941176471
5244 Daggett Ave,Saint Louis,63110.0,Single Family Residential,,170000,588.0,False,289.1156462585034,3.0,2.0,1906.0,2512.0,,38.616766,-90.2743093,https://www.redfin.com/MO/Saint-Louis/5244-Daggett-Ave-63110/home/93727665,0.0362071752391222,-0.3027168033389772,0.0523752957775688,-0.061477291750653,0.1509521579940397,-0.0500682120449091,-0.0832107689509604,-0.1997446733219894,-0.1408296865101858,-0.0867182933433754,0.0325947328563358,-0.0589227009110078,-0.1601609041753499,-0.2298429152016861,-0.218273178999483,-0.0768044553478838,0.0603097640556818,0.1899281908547104,0.0131813474537796,0.0337940140456106,-0.0343887203010819,-0.0319986936794166,-0.1290580897390376,-0.03981307071895,-0.0563589356513549,0.2992577035782952,0.012233801333487,0.0326254306477672,0.0188970264186377,-0.0290228451274393,-0.0278367468175916,-0.0859888443173879,-0.009011865851655,-0.0537155454909309,0.1186104128407876,-0.1145282263078248,-0.1823807256165353,-0.097896830658583,0.0163130781318013,0.1194959301685731,-0.1077092358919971,-0.1015990146023354,0.1103943491144406,0.077462574064972,0.1770658625994896,0.0659619905667348,-0.0234003429616051,0.0558597396784833,0.1788152611783808,-0.1452386225498645,0.0239598682104785,0.0442638781250114,-0.1825211516708299,0.0739242862878769,0.2206119747194022,-0.1466503178526371,0.1255734948070194,0.1054816846539164,0.0703146239680983,-0.0154647194546071,0.051506290072919,-0.0302232345850753,-0.2613422614226709,0.0473956822735299,0.1916323134443726,0.2301996166705502,0.2154231147634432,819.7587036500731,224.18111746939564,769.3692534191025,861.0228215675671,35.26642100958725,4613.46094480377,3,Central,216,761,3.9272727272727272,13.836363636363636,769.3692534191025,2,85.0,31.0,62.0,295101135001,1427.0,42.0,61652.0,386.0,150.0,38.0,0.0,913.0,8.0,887.0,785.0,394.0,391.0,1102.0,264100.0,1938.0,894.0,660.0,1.0,1292.0,64.0,20.0,50.19108280254777,40.22424667133847,0.8762322015334063,49.80891719745223
917 Fillmore St,Saint Louis,63111.0,Single Family Residential,April-17-2025,104000,590.0,False,176.27118644067798,1.0,1.0,1901.0,3049.0,,38.5637807,-90.2538325,https://www.redfin.com/MO/Saint-Louis/917-Fillmore-St-63111/home/93708877,0.0047966898456091,-0.3059091350680097,0.0340594684067158,0.0266588219316011,0.1684311555408606,0.0121172990423148,-0.0675149507290289,-0.0812764072799142,-0.0959372788964088,-0.1182488924113495,0.0456091295870932,-0.1157052563188895,-0.1342054259877383,-0.1980687985296617,-0.1847495509435668,0.0100338409179201,-0.008062974327783,0.1801426500825738,0.0229748714025792,0.0874182636265309,-0.0652324219164963,-0.0247757268422258,-0.0735673543869758,-0.0086252082848181,0.0448379021433879,0.3671099434662274,0.0300469246225911,-0.0130712605452189,0.0075322023850386,-0.0757976269070053,-0.1212551159218863,-0.0479697184252046,-0.1387164730636293,0.0085933374189686,0.1482729290779822,-0.1301561246748042,-0.1288290796815845,-0.1528875459699348,0.0072828944974318,0.0969108434444701,-0.0912009215638459,-0.1040158164157368,0.2025298209421933,0.0586348704158475,0.1493189149261547,0.1199253772381404,0.0196788546044042,0.012389571441326,0.1729738661007205,-0.1928526688247872,-0.0051260609343601,0.0108494365629096,-0.1463441581293521,0.1206452353713486,0.2460650421282723,-0.14020862814286,0.1483825836118308,0.117406187800833,0.0280923626748603,-0.0064744045621648,0.0748211547679539,0.0331790262060887,-0.1521516985117998,-0.0041080343477452,0.3328248292930362,0.4023769018651753,0.413779016614024,528.6019905230895,1104.8163057423244,511.829183858335,440.8026142859805,397.6087182125827,5620.871184842976,1,South,197,781,3.7884615384615374,15.019230769230768,511.829183858335,1,61.0,40.0,53.0,295101014003,763.0,40.2,54750.0,136.0,83.0,0.0,17.0,432.0,39.0,418.0,396.0,263.0,133.0,889.0,206300.0,1938.0,387.0,261.0,7.0,544.0,76.0,130.0,66.41414141414141,28.70249017038008,9.027777777777777,33.58585858585859
3506 S Compton Ave,Saint Louis,63118.0,Single Family Residential,November-10-2022,89000,593.0,False,150.08431703204047,1.0,2.0,1888.0,5955.0,,38.5926069,-90.2370543,https://www.redfin.com/MO/Saint-Louis/3506-S-Compton-Ave-63118/home/93694993,0.0175169895604124,-0.3330962751697798,0.0605529048441515,-0.0179897058883668,0.1286336948341703,-0.0351412562719793,-0.063582269498674,-0.1123211747464257,-0.0598849126522569,-0.1686051112277181,0.0670157256715531,-0.1075144729069966,-0.1539369440132,-0.1927947387413618,-0.1450008706524116,0.0356431627110505,-0.0167967267431888,0.1664598195953196,0.005592065905229,0.1001030455972731,-0.0325424017365414,-0.0141315415844459,-0.0878602268213434,-0.0082169893067866,0.0022787003836968,0.2887289578135797,-0.0052782298576803,-0.0543543918553189,0.0567907442054127,-0.052189119436238,-0.0762165473728629,-0.0812095956304033,-0.136598426235557,0.0048646889890576,0.0936736309407787,-0.067250288642333,-0.1624504023469935,-0.1286800314875558,-0.0155918861699769,0.046606526671714,-0.138716353559391,-0.0673318496926047,0.1389635054607405,0.0796250346464852,0.1393961126236893,0.0824437426908927,0.0369334752099654,0.0266982096067509,0.148671967096944,-0.1730362668935484,-0.02847144832028,-0.0169099549893416,-0.1991914054796077,0.1357887868299888,0.2241445104612076,-0.0856411810394518,0.1218768440301304,0.1272126881185173,0.0241474422161156,0.063614616919275,0.0431197665804854,-0.0110436974545841,-0.2143108455022219,0.0217511929697691,0.4257887263936281,0.4573313852051596,0.4545790385658287,531.8709599923319,180.86999293499457,712.754340300287,295.8226365654162,279.79740526419454,5918.537840395424,1,South,197,781,3.7884615384615374,15.019230769230768,712.7543403019655,1,81.0,47.0,63.0,295101164002,781.0,26.8,70179.0,0.0,0.0,0.0,106.0,426.0,65.0,385.0,315.0,59.0,256.0,959.0,202600.0,1938.0,331.0,279.0,0.0,208.0,330.0,0.0,18.73015873015873,0.0,15.258215962441316,81.26984126984127
6840 Salzburger Ave,Saint Louis,63116.0,Single Family Residential,August-23-2022,75000,594.0,False,126.26262626262626,1.0,1.0,1912.0,3615.0,,38.5690674,-90.2822974,https://www.redfin.com/MO/Saint-Louis/6840-Salzburger-Ave-63116/home/93759288,-0.0436487706746691,-0.267273563791695,0.0360279739006233,0.0186229396367134,0.1431205350577525,-0.0427760856212519,-0.0298036881285243,-0.0677438996691418,-0.0841857017080464,-0.1997746146416429,0.0221906696090275,-0.1194319094119921,-0.1650230271039912,-0.1499202490163183,-0.1179093225642864,0.14665443576953,-0.0334565471882701,0.1770262347983826,0.0185041941133584,0.1290960994193814,-0.0368359584525578,-0.0889314732143802,-0.0615565504878857,0.0308602283332975,0.0621234819093564,0.1892682827929635,-0.0793363326672749,-0.1423486039654659,0.0547710545474374,-0.0566056068075956,-0.1489513487443446,-0.0416302977786584,-0.1237868132058116,0.0303976031037194,-0.0085289248564001,-0.0139249630208707,-0.1415528938154153,-0.1947283938991579,-0.0563408135765792,0.0788813650309979,-0.0608276031462014,-0.0155573034004306,0.1343276270378106,0.0634819001856128,0.0876102457361445,0.0767352279870224,0.0500867643429321,0.032503720631648,0.143582756921023,-0.1973199460284961,-0.0410920705463723,0.0104337334924925,-0.1614322117245039,0.1573182147821223,0.1847944794659538,-0.0296697348919658,0.087263685713102,0.1507309532970373,0.0436261936818503,0.0633967127381558,0.0151753035317255,-0.057442247648018,-0.1690715979099731,-0.016506206495893,0.3743577897835738,0.4520890595411533,0.5200525930617529,81.13109613220243,244.51744886182692,476.2177318483404,330.15329027069924,300.5944095511681,2977.856596410242,1,South,197,781,3.7884615384615374,15.019230769230768,476.2177318465553,2,71.0,38.0,65.0,295101025002,1127.0,42.3,77917.0,186.0,120.0,27.0,4.0,785.0,11.0,530.0,511.0,418.0,93.0,1094.0,168100.0,1942.0,719.0,509.0,0.0,679.0,130.0,180.0,81.80039138943248,29.547471162378,1.4012738853503186,18.199608610567513
4455 Itaska St,Saint Louis,63116.0,Single Family Residential,April-6-2026,88000,595.0,False,147.89915966386553,1.0,1.0,1910.0,3441.0,,38.5845275,-90.2712018,https://www.redfin.com/MO/Saint-Louis/4455-Itaska-St-63116/home/93764126,0.0153215740156661,-0.3187765607445572,0.0608141607392157,-0.0347450287310424,0.149801754651035,-0.0130216477759412,-0.085818251670907,-0.1536068755829571,-0.0873342399943414,-0.1486232933803614,0.0450333177977203,-0.0917888988032776,-0.1417193747358208,-0.2055900755477354,-0.1796140507141486,-0.0181081025091599,0.0279955688423942,0.1913378384801506,0.0256561472872979,0.072490645118141,-0.046446046983305,-0.0265472870986345,-0.0866506579486968,-0.0094342588510102,-0.02297177721496,0.3453692923026943,0.0335001433073311,-0.0169316159512122,0.021962060072108,-0.0624521053807303,-0.0810482074461415,-0.0780254287474482,-0.10461349343654,-0.015091510738503,0.1283401416451556,-0.1107966220830098,-0.1568836647772807,-0.1097381018019565,0.0079106552290525,0.1073315057636066,-0.1037817274627613,-0.101642276563366,0.1495758059901815,0.0807878307373518,0.1700806981112639,0.0708558281912258,-0.0072379350127062,0.0482410940406345,0.1668255922629057,-0.1729152378877024,0.0076877639630197,0.0094925968358064,-0.1784587896658553,0.1134677899201686,0.2407610899747794,-0.1342127125407116,0.1378290174432372,0.1045373539393742,0.0500558295748882,-0.0025711700821065,0.068503126655162,0.0255957954895547,-0.2117594903220226,0.0218600798752164,0.3895451045833382,0.3937296375906006,0.3517363408044156,609.8972435166073,684.1735106690031,827.6301170680543,607.9279056370344,261.5834652235596,3809.591482704745,1,South,197,781,3.7884615384615374,15.019230769230768,827.6301170680543,1,77.0,40.0,60.0,295101151003,609.0,30.2,67195.0,70.0,29.0,0.0,0.0,358.0,5.0,272.0,210.0,192.0,18.0,1065.0,148200.0,1938.0,353.0,307.0,0.0,276.0,214.0,0.0,91.42857142857143,16.25615763546798,1.3966480446927374,8.571428571428571
3267 Morganford Rd,Saint Louis,63116.0,Single Family Residential,December-5-2025,170000,600.0,False,283.3333333333333,2.0,1.0,1906.0,3001.0,,38.5989386,-90.2622335,https://www.redfin.com/MO/Saint-Louis/3267-Morganford-Rd-63116/home/93751427,0.0185259235185453,-0.3035730508368934,0.0790285216544402,-0.0775410700809276,0.1272510885742861,-0.0840300365201529,-0.0885480398420281,-0.1803034474720802,-0.1433178161067988,-0.128943127153524,0.0645788945483803,-0.0801059296502834,-0.1585424456554354,-0.207077086995754,-0.1920301913874854,-0.0508772421183976,0.0371995317751846,0.1875769200656324,-0.021276419944223,0.0494114821233781,-0.0205984492122175,-0.0492209221192125,-0.1272719221019894,-0.0346114705912844,-0.0775928369229215,0.2687588188895289,-0.010466955656142,-0.0025335695798827,0.0270923156169141,-0.0267347796565007,-0.032657186205472,-0.0931516289951432,-0.0019956744649096,-0.0451514570819468,0.0810642248023075,-0.0775842239900152,-0.1752912246234415,-0.0972917179912832,0.0047822520550556,0.0775758325775487,-0.1260328458523771,-0.0764716081838886,0.0987492749116667,0.0698851169920173,0.1509844623297964,0.0793480389798858,0.001296630350989,0.0879437861730471,0.1794774351752789,-0.1536657595275846,0.0029141994249961,0.0641207684591047,-0.2054075569842101,0.0994729312798713,0.214329549239199,-0.1024560438653209,0.1080577157870563,0.1088565225858411,0.0892982076007679,0.0233355051654888,0.0153382010480349,-0.0840171756070374,-0.2455114234034151,0.0465566818438091,0.21623457322735,0.2092877345589768,0.2547119525328806,816.7980478280076,321.2325823739928,598.0474329115084,805.9625255360972,19.636727497759537,3973.550441938338,1,South,197,781,3.7884615384615374,15.019230769230768,598.0474329131428,2,75.0,36.0,59.0,295101162005,613.0,63.2,46207.0,144.0,36.0,0.0,99.0,274.0,0.0,368.0,368.0,254.0,114.0,858.0,164100.0,1949.0,274.0,211.0,0.0,483.0,50.0,0.0,69.02173913043478,29.363784665579118,0.0,30.978260869565215
4627 Steffens Ave,Saint Louis,63116.0,Single Family Residential,August-7-2023,89500,600.0,False,149.16666666666666,2.0,1.0,1924.0,3629.0,,38.5809546,-90.2600421,https://www.redfin.com/MO/Saint-Louis/4627-Steffens-Ave-63116/home/93770935,0.0072119495982611,-0.303561518166547,0.0205329479322353,0.0175790739400985,0.1779243598058191,0.0183931537381433,-0.0729577736821261,-0.1181762207328512,-0.1104332335669852,-0.1160178460641069,0.0232078007803562,-0.0822503267852619,-0.1324761556789111,-0.2062148562623756,-0.1916278428438415,-0.0219842874820361,0.0074500304385269,0.1830785769270263,0.0221717410073583,0.093445053821209,-0.0735137561712133,-0.0452372098473636,-0.091333061987294,-0.025729336750499,0.0274741413467954,0.3618177232369809,0.046996603688439,-0.0041145119693551,-0.0069893538508768,-0.0871063768319959,-0.1264519144020859,-0.0384026237210029,-0.1165679008910416,0.0122976706373152,0.1479607914671734,-0.1246666503895425,-0.1305251776510294,-0.1756097894509924,0.0271353989156586,0.1493076050486854,-0.0707490499554366,-0.0993420901235021,0.1851333780060092,0.0690005858855684,0.1672516597211544,0.0841671746827119,0.0137361547441121,0.018659713181901,0.1613659908840824,-0.1984061943827,0.0230242692237697,0.0105221039417801,-0.1384542593386757,0.1058924514271806,0.2253093998063228,-0.1629468469420411,0.1420087295403815,0.1126605576221756,0.0351782504327532,-0.0423040338716968,0.0817499558365534,0.0390796322424565,-0.1748592262079048,0.0106555155932432,0.4130642883841078,0.4000730601443935,0.3637540825839455,597.6737978998989,869.7710567496906,752.6289484918939,615.023982389397,328.9778437283004,5501.356212938384,1,South,197,781,3.7884615384615374,15.019230769230768,752.6289484918939,1,72.0,38.0,56.0,295101153001,1840.0,38.6,76042.0,187.0,0.0,11.0,16.0,946.0,17.0,789.0,760.0,516.0,244.0,1289.0,139000.0,1943.0,919.0,769.0,0.0,855.0,547.0,171.0,67.89473684210526,10.760869565217392,1.7970401691331923,32.10526315789474
6453 Marquette Ave,Saint Louis,63139.0,Single Family Residential,September-13-2024,109000,600.0,False,181.66666666666663,1.0,1.0,1957.0,4443.0,,38.600172,-90.2993399,https://www.redfin.com/MO/Saint-Louis/6453-Marquette-Ave-63139/home/93749099,0.0174955762996357,-0.3143357848107911,0.0727803825141844,-0.0288264913379122,0.135063566103833,-0.0134818151319446,-0.0777415036644414,-0.1506548947269285,-0.0668920460967549,-0.1620911126439277,0.0589217394260349,-0.0826813912612928,-0.1583988444604326,-0.2042039807213499,-0.1725231226579041,-0.0004706943992731,0.0125809788066008,0.2003458735385574,0.0335184293366977,0.0760396098502567,-0.04456136096395,0.0073447865065007,-0.0794023277088789,0.0010075979075926,-0.0251405167775248,0.3262047578044777,0.0231443827490849,-0.0129856331955223,0.0377344099666163,-0.0563633572374925,-0.0641618072076028,-0.0902722568251896,-0.0951172767207497,-0.0127073699290088,0.1259585168835698,-0.1142895420377125,-0.1848517843926216,-0.1227066574624935,0.0073229311062815,0.0746746286696219,-0.1281929496111778,-0.0971514126504124,0.1527477736643028,0.0666667517842224,0.1528394357634534,0.0822784155860274,0.012597354106017,0.0328728855232641,0.171785110344555,-0.1762740605124012,0.0032041063133078,-0.0027758246244025,-0.1954104435711893,0.1104077739170232,0.2412113702443486,-0.1365969609477639,0.121038505959469,0.1014977379181027,0.0573685257908074,0.00379002707851,0.0643335484483514,0.0145146882941852,-0.2046145584132993,0.007610852241711,0.363579410427821,0.350534377424703,0.3516917180765567,78.65277902649277,1029.3661955178984,353.61893743998223,777.2122916165985,117.1517766264626,4552.444309759893,3,Central,216,761,3.9272727272727272,13.836363636363636,353.6189374399032,2,68.0,38.0,62.0,295101142005,1042.0,39.1,87981.0,330.0,148.0,24.0,0.0,759.0,0.0,603.0,588.0,548.0,40.0,1565.0,228300.0,1938.0,759.0,451.0,23.0,957.0,0.0,17.0,93.19727891156462,48.17658349328215,0.0,6.802721088435375
4473 Gannett,Saint Louis,63116.0,Single Family Residential,May-9-2022,95000,600.0,False,158.33333333333334,1.0,1.0,1910.0,3572.0,,38.58549,-90.2714841,https://www.redfin.com/MO/Saint-Louis/4473-Gannett-St-63116/home/93763660,0.0177232393279819,-0.3196622289248857,0.0507413204774776,-0.0467995138743363,0.1495212116582607,-0.0296613244598027,-0.0791923842958436,-0.1574654440384011,-0.1177044795744164,-0.1308660377570783,0.0428475078700362,-0.0967182618850015,-0.1366315778484719,-0.2068188324672797,-0.1899640699581461,-0.0385925201094776,0.0335133242620485,0.1893954971778002,0.0135127241267869,0.0707968799016815,-0.0421195216153442,-0.046644079656125,-0.1064615322091614,-0.0297588523026971,-0.0332315981408513,0.3305097357038025,0.0369205757389798,-0.0106169604262092,0.0136259250075346,-0.0654715410421327,-0.0738891572979221,-0.0790607154415699,-0.0832019932833219,-0.0196982850233682,0.1186784321403119,-0.0997733391920832,-0.1449143081112678,-0.1126855732915034,0.0122534683827292,0.1113112885850939,-0.092899901784847,-0.0988604690716577,0.1391944011072102,0.0773440163358033,0.1679846515780961,0.0695366112340193,-0.0112495583436092,0.0604342478620138,0.1571397912212187,-0.1660107962649528,0.0069579051429758,0.0238299387269778,-0.1773532373086795,0.1100767800619513,0.233267583183895,-0.1217729070837075,0.1331523556035018,0.1100063212536378,0.0602100178851048,-0.0102078896222119,0.0575744490111725,0.0017905994902407,-0.2181737988175326,0.0353073295639416,0.4112946401866321,0.3572773600218035,0.3128876037008141,560.0624383724642,817.5156284833995,957.2623983793072,548.6597480842737,274.8572892372528,2989.0299270331434,1,South,197,781,3.7884615384615374,15.019230769230768,957.2623983793072,2,79.0,40.0,54.0,295101151003,609.0,30.2,67195.0,70.0,29.0,0.0,0.0,358.0,5.0,272.0,210.0,192.0,18.0,1065.0,148200.0,1938.0,353.0,307.0,0.0,276.0,214.0,0.0,91.42857142857143,16.25615763546798,1.3966480446927374,8.571428571428571
2629 January Ave,Saint Louis,63139.0,Single Family Residential,June-9-2023,185000,602.0,False,307.30897009966776,1.0,1.0,1896.0,3280.0,,38.6109546,-90.2837004,https://www.redfin.com/MO/Saint-Louis/2629-January-Ave-63139/home/65990418,0.0190979296789212,-0.3034735084187981,0.0634763225734744,-0.0259948975030953,0.1356283244577455,0.0259458654801701,-0.0737310997964157,-0.1620803334530527,-0.0489335880316394,-0.1649153781527685,0.0600411850851639,-0.0833670193113307,-0.1664781275630668,-0.2077156561540283,-0.1516117654604922,-0.0049661401919197,0.0350651017120915,0.1839219001065883,0.0220667132678427,0.0661412047253739,-0.0415902149706591,-0.0199212454613289,-0.0830454441376162,-0.0073166553690604,-0.0263763986512975,0.3493130477190344,0.0293979813659017,-0.0259661290905406,0.0305898558966642,-0.042333119992754,-0.0672558029761861,-0.0871266333105497,-0.0841261420993696,-0.0204921667223795,0.1282202325804774,-0.1136150706606589,-0.1797801996016636,-0.1076101254104126,-0.0065194826768609,0.0892985991484287,-0.134852064359236,-0.1033689103425302,0.1503500519016708,0.0703515003736623,0.1672457350051154,0.075761040240048,0.0004754176998109,0.0377239263833594,0.1685460671616974,-0.1521755580548573,0.0088138827628921,-0.0140054343737039,-0.2059143584117844,0.1283504912890558,0.2581998978739375,-0.135774105138527,0.120890465900178,0.1001893329113966,0.0579343060328735,0.0067707534451213,0.0817455566042933,0.0312076093938081,-0.2210820296538614,0.0210500354503256,0.3963264597180311,0.3516242472590715,0.3650645342408413,468.9553274592176,525.4655129802162,701.7641462858666,468.0655849562899,102.48022745619868,4669.795612864418,3,Central,216,761,3.9272727272727272,13.836363636363636,701.7641462858863,3,83.0,33.0,55.0,295101272003,2577.0,30.7,70347.0,280.0,111.0,0.0,0.0,1839.0,40.0,1546.0,1438.0,520.0,918.0,897.0,214100.0,1956.0,1799.0,1327.0,202.0,1310.0,1073.0,22.0,36.16133518776078,15.172681412495148,2.1750951604132682,63.83866481223922
